,Unnamed: 0,target_id,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,epoch,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score,sky_coord.ra,sky_coord.dec,label,catalog,toi,toidisplay,toipfx,ctoi_alias,pl_pnum,tfopwg_disp,st_tmag,st_tmagerr1,st_tmagerr2,st_tmagsymerr,st_tmaglim,rastr,raerr1,raerr2,rasymerr,decstr,decerr1,decerr2,decsymerr,st_pmra,st_pmraerr1,st_pmraerr2,st_pmrasymerr,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdecsymerr,st_pmdeclim,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidsymerr,pl_tranmidlim,pl_orbpererr1,pl_orbpererr2,pl_orbpersymerr,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhsymerr,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandepsymerr,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radesymerr,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insolsymerr,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtsymerr,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distsymerr,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_teffsymerr,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_loggsymerr,st_logglim,st_rad,st_raderr1,st_raderr2,st_radsymerr,st_radlim,sectors,toi_created,rowupdate,release_date,tce_plnt_num,tce_rogue_flag,tce_period_err,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
3813,9638,66818296,,,239.962248,,,-28.061794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459355.54563,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7354838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.962248,-28.061794,1,TOI,1050.01,TOI-1050.01,1050.0,66818296.01,1.0,KP,11.0261,0.006,-0.006,1.0,0.0,15h59m50.94s,,,0.0,-28d03m42.46s,,,0.0,-8.1,0.102,-0.102,1.0,0.0,-9.639,0.055,-0.055,1.0,0.0,0.000257,-0.000257,1.0,0.0,2.1e-06,-2.1e-06,1.0,0.0,4.142,0.045,-0.045,1.0,0.0,17030.0,0.271732,-0.271732,1.0,0.0,21.2315,1.19579,-1.19579,1.0,0.0,1292.19,,,0.0,0.0,1670.0,,,0.0,0.0,405.908,8.6,-8.6,1.0,0.0,6650.0,,,1.0,0.0,4.1639,,,1.0,0.0,1.57,0.09,-0.09,1.0,0.0,,2019-07-15 19:20:05,2022-10-05 10:10:01,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
3814,21504,4142847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.153,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6.52724e-06,0.00122213,0.5004,2.466,1.595,0.09586,395.4,21.37,22.54,1.525,0.7693,977.0,24.8,215.32,21.9,4895.0,78.0,4.59,0.05,0.759,0.041
3815,6407,5008775,K05113.01,,291.1084,0.0,19h24m26.02s,40.182991,0.0,+40d10m58.8s,15.526,,15.039,,14.918,,14.86,,13.968,0.026,13.68,0.027,13.58,0.036,15.101,,cumulative,Done,,FALSE POSITIVE,FALSE POSITIVE,1.0,0.0,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3001,0.3301,Mandel and Agol (2002 ApJ 580 171),6.7,,,178.5395,0.0114,-0.0114,0.0,,,,,,1.64,0.75,-0.14,0.2843,,,0.1764,0.2765,-0.1763,3.039,0.362,-0.362,,,,248.0,41.8,-41.8,52.6727624,0.0007862,-0.0007862,0.014484,0.001601,-0.00109,132.3,29.4,-29.4,89.95,,,521.0,,,6184.0,168.0,-197.0,4.448,0.042,-0.293,-0.06,0.2,-0.28,1.038,0.473,-0.088,1.1,0.227,-0.122,,,,stellar_q1_q16,0.951,19.407213,4.2e-05,40.18303,0.00048,-0.6,1.8,0.1,1.7,7e-05,0.00044,0.0,0.00044,-0.2,1.3,-0.1,0.58,0.2,1.0,-0.3,1.1,-0.21,0.59,0.33,0.81,,2018-08-16 00:00:00,1.0,q1_q16_tce,005/005008/005008775/dv/kplr005008775-001-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2455011.539,0.0114,-0.0114,005/005008/005008775/dv/kplr005008775-20130815195353_dvr.pdf,1.0,0.0,0.0,0.0,17.45,23.71,-4.61,15.78948,3.50949,-10.07144,MCMC,,291.1084,40.182991,0,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,15,10464078,K00743.01,,289.25821,0.0,19h17m01.97s,47.635319,0.0,+47d38m07.1s,16.229,,15.44,,15.169,,14.985,,13.95,0.025,13.429,0.023,13.287,0.029,15.487,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1.0,71.0,49.468765,320.90817,0.806,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1908,0.5172,Mandel and Agol (2002 ApJ 580 171),214.7,,,172.484253,0.000842,-0.000842,0.0,,,,,,7.18,0.76,-0.68,0.123,,,0.804,0.007,-0.005,12.2155,0.0598,-0.0598,,,,8918.7,53.3,-53.3,19.40393776,2.068e-05,-2.068e-05,0.096729,0.000533,-0.000532,9.099,0.257,-0.257,84.93,,,523.0,,,5043.0,151.0,-151.0,4.591,0.072,-0.048,-0.54,0.35,-0.3,0.68,0.072,-0.065,0.657,0.085,-0.036,,,,q1_q17_dr25_stellar,0.048,19.28388234,6.4e-07,47.6353187,5.8e-06,0.038,0.023,-0.005,0.021,-0.00038,0.00087,-0.0002,0.0013,-0.001,0.067,0.009,0.068,0.009,0.068,-0.147,0.068,-0.038,0.069,0.152,0.068,MOD_SEC_DV---HAS_SEC_TCE,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010464/010464078/dv/kplr010464078-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455005.484,0.000842,-0.000842,010/010464/010464078/dv/kplr010464078-20160209194854_dvr.pdf,0.0,1.0,0.0,0.0,17.69,6.66,-4.88,0.03785,0.00107,-0.00172,LS+MCMC,0.0,289.25821,47.635319,0,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,14629,257527578,,,46.292637,,,-21.933647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459084.832076,,,,,,,,,,,,,,,,,,,,,,,,,,,54.3212423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.292637,-21.933647,1,TOI,5152.01,TOI-5152.01,5152.0,257527578.01,1.0,CP,10.6509,0.008,-0.008,1.0,0.0,03h05m10.23s,,,0.0,-21d56m01.13s,,,0.0,19.845,0.08,-0.08,1.0,0.0,-1.076,0.082,-0.082,1.0,0.0,0.084183,-0.084183,1.0,0.0,0.007034,-0.007034,1.0,0.0,4.024,0.721,-0.721,1.0,0.0,3708.0,6.4541,-6.4541,1.0,0.0,11.6348,0.753551,-0.753551,1.0,0.0,6.76453,,,0.0,0.0,449.0,,,0.0,0.0,382.898,7.296,-7.296,1.0,0.0,6207.0,129.4,-129.4,1.0,0.0,3.99,0.08,-0.08,1.0,0.0,1.82,0.09,-0.09,1.0,0.0,,2022-02-08 20:12:50,2024-09-18 10:08:02,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
3818,47285,10751733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.76,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,-1.0,-1.0,0.1,-1.0,12.0,-1.0,424.7,-1.0,-1.0,3.821,-1.0,851.0,-1.0,123.9,-1.0,7568.0,316.0,4.13,0.19,1.826,0.528
3819,16455,244089109,,,304.538843,,,-1.076003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460532.279247,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1376682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.538843,-1.076003,1,TOI,7061.01,TOI-7061.01,7061.0,244089109.01,1.0,KP,9.13055,0.006,-0.006,1.0,0.0,20h18m09.32s,,,0.0,-01d04m33.61s,,,0.0,1.35,0.082,-0.082,1.0,0.0,-64.604,0.06,-0.06,1.0,0.0,0.00024,-0.00024,1.0,0.0,3.37e-05,-3.37e-05,1.0,0.0,1.879,0.027,-0.027,1.0,0.0,8819.0,96.048,-96.048,1.0,0.0,15.7532,0.773281,-0.773281,1.0,0.0,531.159,,,0.0,0.0,1337.0,,,0.0,0.0,149.216,1.1405,-1.1405,1.0,0.0,5806.0,133.6,-133.6,1.0,0.0,4.05,0.07,-0.07,1.0,0.0,1.6,0.08,-0.08,1.0,0.0,,2024-10-03 21:17:07,2024-10-04 10:08:02,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
3820,48848,11232205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.56,,,,,,,,,,,,,,,,,,,,,,,,,,,355.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.00401332,0.00851873,0.5263,19.47,2.845,3.04,1144.0,245.4,6.663,5.524,19.85,309.0,75.3,2.15,2.09,5367.0,159.0,3.97,0.59,1.596,0.838
3821,4573,8397947,K04772.02,Kepler-1705 b,301.57855,0.0,20h06m18.85s,44.31218,0.0,+44d18m43.8s,16.063,,15.48,,15.279,,15.162,,14.21,0.029,13.868,0.031,13.735,0.046,15.514,,cumulative,Done,,CONFIRMED,CANDIDATE,3.0,0.0,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3112,0.3124,Mandel and Agol (2002 ApJ 580 171),7.2,,,139.9234,0.0379,-0.0379,0.0,,,,,,1.07,0.47,-0.08,0.08,,,0.2805,0.1828,-0.2803,5.92,0.866,-0.866,,,,191.6,31.2,-31.2,9.0194714,0.0004334,-0.0004334,0.012789,0.001402,-0.000861,11.34,5.6,-5.6,88.81,,,789.0,,,5775.0,194.0,-172.0,4.59,0.031,-0.278,-0.52,0.32,-0.26,0.768,0.332,-0.056,0.838,0.101,-0.079,,,,stellar_q1_q16,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-08-16 00:00:00,0.0,,,q1_q17_dr25_sup_koi,q1_q16_koi,2454972.923,0.0379,-0.0379,,0.0,0.0,0.0,0.0,91.74,123.05,-21.87,0.33952,0.33528,-0.33118,MCMC,,301.57855,44.31218,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,49676,12305407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.392,,,,,,,,,,,,,,,,,,,,,,,,,,,567.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.00616604,0.00867976,0.8291,0.7036,4.872,1.197,437.3,55.33,8.241,3.673,1.7,299.0,28.2,1.9,0.72,6534.0,227.0,4.15,0.18,1.57,0.483
3823,531,10166274,K01078.01,Kepler-267 b,299.83041,0.0,19h59m19.30s,47.157459,0.0,+47d09m26.9s,16.821,,15.494,,14.846,,14.485,,13.334,0.025,12.675,0.03,12.485,0.024,15.438,,cumulative,Done,11111101110111011000000000000000,CONFIRMED,CANDIDATE,3.0,320.0,7.7564645,38.8198,0.5198,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4418,0.2405,Mandel and Agol (2002 ApJ 580 171),47.8,,,134.869597,0.000945,-0.000945,0.0,,,,,,1.65,0.12,-0.19,0.034,,,0.051,0.363,-0.051,1.4598,0.0346,-0.0346,,,,1264.7,30.9,-30.9,3.353732008,3.996e-06,-3.996e-06,0.032813,0.000791,-0.000496,18.114,0.399,-0.399,89.84,,,615.0,,,3789.0,75.0,-82.0,4.781,0.063,-0.031,-0.34,0.15,-0.15,0.46,0.035,-0.053,0.467,0.038,-0.046,,,,q1_q17_dr25_stellar,0.531,19.9887165,9e-06,47.157659,9.4e-05,0.85,0.33,0.72,0.34,-4e-05,0.00042,-0.00026,0.00044,-0.03,0.11,0.08,0.14,0.08,0.15,0.37,0.11,0.44,0.13,0.57,0.11,CENT_KIC_POS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,010/010166/010166274/dv/kplr010166274-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454967.87,0.000945,-0.000945,010/010166/010166274/dv/kplr010166274-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,33.76,8.53,-9.54,9.9961,0.22018,-3.58099,LS+MCMC,1.0,299.83041,47.157459,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,5849,11705004,K02199.01,Kepler-1806 b,287.53503,0.0,19h10m08.41s,49.801659,0.0,+49d48m06.0s,16.583,,15.865,,15.609,,15.55,,14.591,0.039,14.165,0.053,14.039,0.063,15.901,,cumulative,Done,11111110111011101000000000000000,CONFIRMED,CANDIDATE,2.0,119.0,4.349021,16.5857,0.594,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,Mandel and Agol (2002 ApJ 580 171),18.3,,,137.17738,0.00528,-0.00528,0.0,,,,,,1.96,0.33,-0.16,0.0813,,,0.455,0.017,-0.455,2.857,0.187,-0.187,,,,610.7,40.3,-40.3,9.03326435,8.042e-05,-8.042e-05,0.022819,0.000939,-0.001147,22.14,9.0,-9.0,88.82,,,729.0,,,5311.0,175.0,-159.0,4.588,0.03,-0.112,-0.04,0.3,-0.3,0.788,0.132,-0.066,0.884,0.07,-0.104,,,,q1_q17_dr25_stellar,0.513,19.169014,2.2e-05,49.80183,0.00022,0.45,0.76,0.63,0.8,-0.00017,0.00049,-0.00028,0.00052,-0.26,0.56,-0.6,0.31,0.66,0.41,-0.36,0.59,-0.39,0.32,0.53,0.52,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,011/011705/011705004/dv/kplr011705004-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454970.177,0.00528,-0.00528,011/011705/011705004/dv/kplr011705004-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,66.89,36.92,-17.16,2.5151,2.04376,-0.45451,LS+MCMC,0.993,287.53503,49.801659,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,17109,17129975,,,308.160533,,,40.778443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460340.479242,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5142292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.160533,40.778443,0,TOI,6969.01,TOI-6969.01,6969.0,17129975.01,1.0,FP,12.367,0.018,-0.018,1.0,0.0,20h32m38.53s,,,0.0,+40d46m42.39s,,,0.0,-2.017,0.047,-0.047,1.0,0.0,-15.301,0.05,-0.05,1.0,0.0,0.001777,-0.001777,1.0,0.0,0.0001751,-0.0001751,1.0,0.0,1.7190416,0.0922937,-0.0922937,1.0,0.0,5271.4558635,309.6118,-309.6118,1.0,0.0,11.6042711,0.681158,-0.681158,1.0,0.0,4024.5979419,,,0.0,0.0,2031.4230444,,,0.0,0.0,658.741,13.1045,-13.1045,1.0,0.0,6616.0,162.337,-162.337,1.0,0.0,4.2907,0.0922661,-0.0922661,1.0,0.0,1.39196,0.0613819,-0.0613819,1.0,0.0,,2024-04-03 22:50:31,2025-03-24 12:04:03,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
3826,23940,4842166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.544,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.22402e-05,0.00215113,0.9,0.9106,1.197,0.486,80.9,14.86,9.935,1.816,1.321,3600.0,365.0,39872.03,16157.2,7503.0,314.0,4.16,0.2,1.739,0.563
3827,3470,5796675,K00652.01,Kepler-636 b,293.59189,0.0,19h34m22.05s,41.095161,0.0,+41d05m42.6s,14.413,,13.618,,13.327,,13.164,,12.191,0.023,11.692,0.023,11.584,0.021,13.653,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1.0,77.0,41.61804,253.61078,0.1422,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,Mandel and Agol (2002 ApJ 580 171),195.9,,,182.7601,0.000393,-0.000393,0.0,,,,,,4.43,0.38,-0.23,0.1185,,,0.051,0.303,-0.051,2.8701,0.0199,-0.0199,,,,3076.0,18.3,-18.3,16.080657264,8.077e-06,-8.077e-06,0.049706,0.000873,-0.000288,44.881,0.882,-0.882,89.93,,,614.0,,,5303.0,106.0,-106.0,4.547,0.03,-0.07,0.0,0.15,-0.15,0.817,0.069,-0.044,0.86,0.047,-0.052,,,,q1_q17_dr25_stellar,0.0,19.57280336,9.8e-07,41.095193,1e-05,0.409,0.04,0.12,0.037,-0.00066,0.00016,0.00045,0.00018,0.23,0.076,-0.041,0.074,0.234,0.077,0.423,0.077,0.061,0.081,0.428,0.076,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005796/005796675/dv/kplr005796675-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455015.76,0.000393,-0.000393,005/005796/005796675/dv/kplr005796675-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,33.64,9.19,-5.86,6.61361,0.12999,-1.23025,LS+MCMC,1.0,293.59189,41.095161,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,1228,9512981,K01466.01,,284.84988,0.0,18h59m23.97s,46.13895,0.0,+46d08m20.2s,16.833,,15.877,,15.588,,15.397,,14.422,0.029,13.949,0.035,13.945,0.067,15.962,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1.0,4.0,118.01934,203.09047,0.2155,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1054,0.6323,Mandel and Agol (2002 ApJ 580 171),237.1,,,357.996571,0.000737,-0.000737,0.0,,,,,,10.83,0.37,-0.7,0.7659,,,0.0,0.107,0.0,8.853,0.0286,-0.0286,,,,21012.0,102.0,-102.0,281.5628889,0.0003835,-0.0003835,0.127752,0.00053,-0.000261,274.01,2.1,-2.1,90.0,,,214.0,,,4810.0,76.0,-76.0,4.536,0.064,-0.016,0.12,0.15,-0.15,0.776,0.027,-0.05,0.755,0.046,-0.027,,,,q1_q17_dr25_stellar,0.161,18.9899939,1.8e-06,46.138939,1.9e-05,0.045,0.066,-0.041,0.068,0.0005,0.0063,-0.0016,0.009,-0.048,0.071,0.004,0.067,0.048,0.071,-0.066,0.071,-0.058,0.069,0.088,0.072,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009512/009512981/dv/kplr009512981-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455190.997,0.000737,-0.000737,009/009512/009512981/dv/kplr009512981-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,0.49,0.07,-0.09,4.90893,0.03801,-0.12792,LS+MCMC,0.998,284.84988,46.13895,0,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,5815,2021440,K01987.01,,292.96844,0.0,19h31m52.43s,37.488689,0.0,+37d29m19.3s,16.319,,15.553,,15.307,,15.149,,14.149,0.045,13.644,0.04,13.505,0.052,15.611,,cumulative,Done,11111111111111111000000000000000,FALSE POSITIVE,FALSE POSITIVE,1.0,173.0,6.328467,30.70073,0.9834,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2175,0.4767,Mandel and Agol (2002 ApJ 580 171),41.3,,,136.33101,0.00339,-0.00339,0.0,,,,,,23.56,3.22,-1.89,0.071,,,1.271,14.33,-0.172,5.984,0.165,-0.165,,,,912.8,25.5,-25.5,7.81153999,3.305e-05,-3.305e-05,0.303875,13.99018,-0.166074,3.17,1.6,-1.6,66.38,,,718.0,,,5150.0,153.0,-153.0,4.628,0.033,-0.077,-0.28,0.3,-0.3,0.71,0.097,-0.057,0.792,0.066,-0.088,,,,q1_q17_dr25_stellar,0.0,19.5313407,6.5e-06,37.486959,8.3e-05,4.74,0.28,-6.23,0.3,-0.00397,0.00023,0.00281,0.00025,4.72,0.2,-2.84,0.34,5.51,0.33,4.13,0.19,-3.82,0.31,5.62,0.32,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,002/002021/002021440/dv/kplr002021440-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454969.331,0.00339,-0.00339,002/002021/002021440/dv/kplr002021440-20160209194854_dvr.pdf,0.0,1.0,1.0,0.0,62.96,28.48,-15.76,0.0099,1.59178,-0.00142,LS+MCMC,0.0,292.96844,37.488689,0,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
