,Unnamed: 0,target_id,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,epoch,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score,sky_coord.ra,sky_coord.dec,label,catalog,toi,toidisplay,toipfx,ctoi_alias,pl_pnum,tfopwg_disp,st_tmag,st_tmagerr1,st_tmagerr2,st_tmagsymerr,st_tmaglim,rastr,raerr1,raerr2,rasymerr,decstr,decerr1,decerr2,decsymerr,st_pmra,st_pmraerr1,st_pmraerr2,st_pmrasymerr,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdecsymerr,st_pmdeclim,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidsymerr,pl_tranmidlim,pl_orbpererr1,pl_orbpererr2,pl_orbpersymerr,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhsymerr,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandepsymerr,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radesymerr,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insolsymerr,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtsymerr,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distsymerr,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_teffsymerr,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_loggsymerr,st_logglim,st_rad,st_raderr1,st_raderr2,st_radsymerr,st_radlim,sectors,toi_created,rowupdate,release_date,tce_plnt_num,tce_rogue_flag,tce_period_err,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
10,24480,5629449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.112,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.70405e-05,0.0026471,0.512,3.73,5.027,0.258,30.37,6.359,5.792,7.648,4.766,0.0,-1.0,0.0,-1.0,6489.0,1399.0,2.69,0.23,13.4,5.71
11,6399,3542928,K04988.01,,290.96146,0.0,19h23m50.75s,38.673439,0.0,+38d40m24.4s,14.387,,13.787,,13.664,,13.614,,12.678,0.022,12.357,0.019,12.252,0.023,13.881,,cumulative,Done,,FALSE POSITIVE,FALSE POSITIVE,1.0,0.0,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2644,0.4154,Mandel and Agol (2002 ApJ 580 171),11.3,,,545.2208,0.0103,-0.0103,0.0,,,,,,2.38,1.1,-0.23,1.2567,,,0.3737,0.0926,-0.3734,4.566,0.49,-0.49,,,,518.2,55.6,-55.6,484.172005,0.008306,-0.008306,0.02095,0.001013,-0.00169,770.0,210.0,-210.0,89.95,,,235.0,,,5858.0,168.0,-218.0,4.456,0.049,-0.311,0.32,0.12,-0.3,1.04,0.483,-0.101,1.126,0.21,-0.156,,,,stellar_q1_q16,0.089,19.397433,3.1e-05,38.67372,0.00032,0.1,1.3,1.0,1.1,-0.00035,0.00073,-0.00069,0.00065,-0.69,0.78,1.6,2.0,1.7,2.0,-0.65,0.49,1.5,1.6,1.7,1.6,,2018-08-16 00:00:00,1.0,q1_q16_tce,003/003542/003542928/dv/kplr003542928-001-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2455378.221,0.0103,-0.0103,003/003542/003542928/dv/kplr003542928-20130815195353_dvr.pdf,1.0,0.0,0.0,0.0,0.72,1.01,-0.21,36.77928,10.04836,-18.67773,MCMC,,290.96146,38.673439,0,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3466,5613330,K00649.01,Kepler-635 b,289.77325,0.0,19h19m05.58s,40.80072,0.0,+40d48m02.6s,13.666,,13.238,,13.157,,13.058,,12.235,0.028,11.959,0.032,11.903,0.024,13.31,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,2.0,60.0,8.48974,43.83411,0.6247,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3077,0.344,Mandel and Agol (2002 ApJ 580 171),67.9,,,182.92295,0.0024,-0.0024,0.0,,,,,,2.71,0.49,-0.41,0.1764,,,0.193,0.232,-0.193,8.6567,0.0766,-0.0766,,,,315.6,5.0,-5.0,23.44970494,7.193e-05,-7.193e-05,0.016268,0.000342,-0.000231,20.66,1.0,-1.0,89.46,,,802.0,,,6188.0,110.0,-135.0,4.196,0.115,-0.126,0.44,0.05,-0.15,1.524,0.278,-0.228,1.33,0.1,-0.1,,,,q1_q17_dr25_stellar,0.0,19.3182128,5.6e-06,40.800592,6.2e-05,-0.13,0.23,-0.46,0.22,6.5e-05,7.4e-05,0.000142,7.2e-05,-0.01,0.14,0.0,0.17,0.01,0.14,0.04,0.15,-0.03,0.17,0.05,0.15,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,005/005613/005613330/dv/kplr005613330-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455015.923,0.0024,-0.0024,005/005613/005613330/dv/kplr005613330-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,97.94,49.0,-33.09,0.30321,0.01485,-0.11063,LS+MCMC,1.0,289.77325,40.80072,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,375,9032900,K00134.01,,295.58658,0.0,19h42m20.78s,45.364979,0.0,+45d21m53.9s,14.038,,13.622,,13.52,,13.49,,12.628,0.023,12.413,0.021,12.322,0.018,13.675,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1.0,21.0,56.80393,97.08831,0.3897,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2845,0.3747,Mandel and Agol (2002 ApJ 580 171),60.9,,,151.75056,0.00535,-0.00535,0.0,,,,,,12.1,2.25,-2.76,0.3582,,,0.728,0.017,-0.451,12.249,0.332,-0.332,,,,4158.1,79.7,-79.7,67.5923754,0.0005335,-0.0005335,0.063536,5.8e-05,-0.004707,32.7,16.1,-16.1,88.73,,,588.0,,,6038.0,120.0,-120.0,4.082,0.18,-0.12,0.34,0.1,-0.15,1.744,0.325,-0.398,1.341,0.125,-0.152,,,,q1_q17_dr25_stellar,0.123,19.7057672,6.5e-06,45.364865,8.4e-05,-0.18,0.25,-0.41,0.3,9e-05,0.00017,0.0001,0.00023,-0.02,0.36,-0.1,0.39,0.1,0.4,0.05,0.37,-0.15,0.39,0.16,0.34,LPP_DV---MOD_NONUNIQ_DV---MOD_TER_DV---MOD_POS_DV---MOD_NONUNIQ_ALT---MOD_TER_ALT---MOD_POS_ALT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,009/009032/009032900/dv/kplr009032900-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454984.751,0.00535,-0.00535,009/009032/009032900/dv/kplr009032900-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,28.2,14.74,-12.7,0.14489,0.2145,-0.03815,LS+MCMC,0.0,295.58658,45.364979,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,40091,8766285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.636,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.000111775,0.0166228,0.8575,0.1391,24.23,1.091,119.0,6.899,16.78,1.252,0.1235,1050.0,0.00735,282.63,0.01,5780.0,0.0,4.44,0.0,1.0,0.0
15,30327,7035536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.675,,,,,,,,,,,,,,,,,,,,,,,,,,,156.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.00334846,0.0160946,0.7591,0.07436,29.64,0.9057,1869.0,368.2,5.989,3.055,0.4264,272.0,12.8,1.29,0.24,5348.0,188.0,4.62,0.07,0.649,0.057
16,50531,11968463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.118,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.000795445,0.0121671,0.803,0.5873,7.651,1.148,442.8,34.47,12.55,2.59,1.119,535.0,58.8,19.41,8.53,6325.0,261.0,4.41,0.22,1.112,0.388
17,17020,274198407,,,298.482834,,,46.793636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459419.9931,,,,,,,,,,,,,,,,,,,,,,,,,,,4.662632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.482834,46.793636,1,TOI,7463.01,TOI-7463.01,7463.0,274198407.01,1.0,KP,12.7994,0.006,-0.006,1.0,0.0,19h53m55.88s,,,0.0,+46d47m37.09s,,,0.0,1.844,0.024,-0.024,1.0,0.0,2.931,0.026,-0.026,1.0,0.0,0.003142,-0.003142,1.0,0.0,3.17e-05,-3.17e-05,1.0,0.0,2.8167212,0.4845315,-0.4845315,1.0,0.0,1943.3492565,230.75125,-230.75125,1.0,0.0,4.4785238,0.9174772,-0.9174772,1.0,0.0,318.2144302,,,0.0,0.0,1077.2083645,,,0.0,0.0,489.141,3.2185,-3.2185,1.0,0.0,5940.12,103.82,-103.82,1.0,0.0,4.51943,0.076892,-0.076892,1.0,0.0,0.948492,0.044603,-0.044603,1.0,0.0,,2025-06-05 20:40:12,2025-06-05 16:00:01,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
18,29957,6952259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.552,,,,,,,,,,,,,,,,,,,,,,,,,,,0.965749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.31414e-05,0.00208328,0.9031,0.229,3.913,0.3132,33.13,4.703,7.847,6.193,3.863,0.0,-1.0,0.0,-1.0,7022.0,251.0,3.0,0.62,9.213,5.467
19,1025,9726659,K01491.01,Kepler-862 b,297.77927,0.0,19h51m07.02s,46.492741,0.0,+46d29m33.9s,16.022,,15.244,,14.986,,14.834,,13.849,0.026,13.425,0.023,13.315,0.035,15.297,,cumulative,Done,00011101110111011000000000000000,CONFIRMED,CANDIDATE,1.0,278.0,4.4817324,27.554878,0.868,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,Mandel and Agol (2002 ApJ 580 171),35.3,,,356.93612,0.0017,-0.0017,0.0,,,,,,2.15,0.4,-0.29,0.039,,,0.652,0.006,-0.51,2.1978,0.0586,-0.0586,,,,550.5,18.3,-18.3,3.148661555,8.304e-06,-8.304e-06,0.022587,0.003257,-0.001402,8.66,3.4,-3.4,85.68,,,1097.0,,,5258.0,184.0,-184.0,4.458,0.112,-0.154,-0.04,0.3,-0.3,0.873,0.159,-0.119,0.797,0.112,-0.06,,,,q1_q17_dr25_stellar,0.0,19.8519556,8.4e-06,46.49304,0.00012,0.16,0.31,1.06,0.44,0.00034,0.00017,0.00079,0.00024,0.3,0.14,0.21,0.16,0.36,0.18,0.39,0.14,0.19,0.15,0.44,0.17,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,009/009726/009726659/dv/kplr009726659-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455189.936,0.0017,-0.0017,009/009726/009726659/dv/kplr009726659-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,342.76,206.87,-121.03,1.23727,1.46077,-0.03563,LS+MCMC,1.0,297.77927,46.492741,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,13453,84339983,,,100.848014,,,27.252182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459475.610373,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7908285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.848014,27.252182,1,TOI,4624.01,TOI-4624.01,4624.0,84339983.01,1.0,KP,10.5136,0.006,-0.006,1.0,0.0,06h43m23.52s,,,0.0,+27d15m07.86s,,,0.0,-8.161,0.074,-0.074,1.0,0.0,-22.954,0.07,-0.07,1.0,0.0,0.000198,-0.000198,1.0,0.0,1.4e-06,-1.4e-06,1.0,0.0,2.2599869,0.0191234,-0.0191234,1.0,0.0,10049.6938823,93.985756,-93.985756,1.0,0.0,16.7559488,0.8801241,-0.8801241,1.0,0.0,1998.7811524,,,0.0,0.0,1705.3403223,,,0.0,0.0,320.639,5.5575,-5.5575,1.0,0.0,6635.91,146.32,-146.32,1.0,0.0,4.24728,0.0921547,-0.0921547,1.0,0.0,1.4707,0.076696,-0.076696,1.0,0.0,,2021-11-09 21:10:52,2024-11-26 16:02:02,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
21,2622,3545135,K02755.01,Kepler-1689 b,291.57422,0.0,19h26m17.81s,38.655949,0.0,+38d39m21.4s,12.55,,12.105,,11.974,,11.93,,11.065,0.021,10.782,0.018,10.706,0.019,12.147,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1.0,159.0,4.1648335,18.021414,0.9043,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,Mandel and Agol (2002 ApJ 580 171),21.3,,,132.96583,0.00372,-0.00372,0.0,,,,,,0.8,0.11,-0.06,0.0798,,,0.564,0.362,-0.354,2.505,0.11,-0.11,,,,69.1,3.9,-3.9,8.48299282,3.908e-05,-3.908e-05,0.007876,9.3e-05,-0.000482,21.6,10.6,-10.6,88.5,,,879.0,,,5827.0,104.0,-116.0,4.471,0.059,-0.11,-0.16,0.15,-0.15,0.933,0.126,-0.073,0.94,0.054,-0.067,,,,q1_q17_dr25_stellar,0.156,19.438287,1.6e-05,38.65579,0.00022,0.19,0.69,-0.57,0.78,-2.2e-05,4.6e-05,5.2e-05,5.2e-05,-0.25,0.29,-0.21,0.26,0.32,0.3,-0.34,0.29,-0.11,0.27,0.35,0.28,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,003/003545/003545135/dv/kplr003545135-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.966,0.00372,-0.00372,003/003545/003545135/dv/kplr003545135-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,141.04,53.99,-30.47,2.6544,2.59628,-0.04667,LS+MCMC,0.995,291.57422,38.655949,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,908,3939150,K01215.02,Kepler-277 c,286.58316,0.0,19h06m19.96s,39.077202,0.0,+39d04m37.9s,13.871,,13.364,,13.226,,13.152,,12.288,0.021,12.003,0.022,11.966,0.022,13.42,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,2.0,38.0,7.081451,29.75981,0.8242,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2904,0.3534,Mandel and Agol (2002 ApJ 580 171),38.2,,,145.38821,0.00392,-0.00392,0.0,,,,,,3.13,0.45,-0.76,0.2129,,,0.39,0.063,-0.39,7.118,0.12,-0.12,,,,278.1,7.6,-7.6,33.0063185,0.000149,-0.000149,0.015448,0.000237,-0.000496,33.22,9.9,-9.9,89.33,,,778.0,,,5968.0,120.0,-108.0,3.972,0.21,-0.084,0.04,0.15,-0.15,1.857,0.264,-0.452,1.179,0.144,-0.13,,,,q1_q17_dr25_stellar,0.273,19.1055503,8.2e-06,39.07734,0.00011,0.23,0.34,0.49,0.39,0.000106,9.2e-05,-2e-05,0.0001,-0.29,0.22,-0.22,0.3,0.37,0.31,-0.22,0.22,-0.08,0.31,0.24,0.27,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,003/003939/003939150/dv/kplr003939150-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454978.388,0.00392,-0.00392,003/003939/003939150/dv/kplr003939150-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,86.38,35.64,-40.42,0.63651,0.18884,-0.12325,LS+MCMC,0.999,286.58316,39.077202,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1994,1995519,K02634.01,Kepler-1299 b,286.15015,0.0,19h04m36.04s,37.411369,0.0,+37d24m40.9s,16.467,,15.878,,15.689,,15.587,,14.644,0.032,14.284,0.037,14.191,0.053,15.922,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1.0,67.0,4.2165155,15.501348,0.0959,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,Mandel and Agol (2002 ApJ 580 171),18.0,,,142.34849,0.0053,-0.0053,0.0,,,,,,2.42,0.47,-0.2,0.1357,,,0.862,0.083,-0.621,4.283,0.188,-0.188,,,,758.9,47.1,-47.1,19.9401211,0.0001344,-0.0001344,0.029059,0.003888,-0.004141,20.0,9.6,-9.6,87.53,,,588.0,,,5623.0,152.0,-169.0,4.596,0.04,-0.12,-0.4,0.3,-0.3,0.763,0.147,-0.063,0.853,0.08,-0.097,,,,q1_q17_dr25_stellar,0.664,19.076664,2e-05,37.41117,0.00024,-0.55,0.87,-0.72,0.86,-0.00019,0.00066,-0.00029,0.00065,-1.05,0.56,0.11,0.66,1.06,0.61,-1.19,0.59,0.09,0.68,1.19,0.63,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,001/001995/001995519/dv/kplr001995519-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454975.348,0.0053,-0.0053,001/001995/001995519/dv/kplr001995519-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,28.29,16.48,-7.22,0.3806,2.18895,-0.26733,LS+MCMC,0.952,286.15015,37.411369,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,13504,206541859,,,18.048516,,,-56.925387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2459064.11893,,,,,,,,,,,,,,,,,,,,,,,,,,,30.083503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.048516,-56.925387,1,TOI,4406.01,TOI-4406.01,4406.0,206541859.01,1.0,CP,10.5663,0.006,-0.006,1.0,0.0,01h12m11.64s,,,0.0,-56d55m31.39s,,,0.0,34.476,0.04,-0.04,1.0,0.0,19.112,0.037,-0.037,1.0,0.0,0.001178,-0.001178,1.0,0.0,5.34e-05,-5.34e-05,1.0,0.0,3.9858103,0.099309,-0.099309,1.0,0.0,5439.2108279,137.01065,-137.01065,1.0,0.0,12.1275255,0.6658388,-0.6658388,1.0,0.0,58.0053608,,,0.0,0.0,703.8608065,,,0.0,0.0,261.834,1.738,-1.738,1.0,0.0,5906.5,126.206,-126.206,1.0,0.0,4.16721,0.0781693,-0.0781693,1.0,0.0,1.41293,0.0729724,-0.0729724,1.0,0.0,,2021-08-27 01:10:50,2024-09-18 10:08:02,2025-08-25 10:17:58,,,,,,,,,,,,,,,,,,,,,,,
25,3714,8439323,K04153.01,Kepler-1942 b,294.98059,0.0,19h39m55.34s,44.425301,0.0,+44d25m31.1s,15.162,,14.627,,14.454,,14.368,,13.442,0.021,13.116,0.021,13.035,0.028,14.667,,cumulative,Done,11111111111111111000000000000000,CONFIRMED,CANDIDATE,1.0,296.0,3.730303,13.297741,0.8012,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2865,0.3556,Mandel and Agol (2002 ApJ 580 171),14.7,,,134.68092,0.00183,-0.00183,0.0,,,,,,1.65,0.44,-0.15,0.0516,,,0.739,0.231,-0.513,0.643,0.11,-0.11,,,,346.9,32.3,-32.3,4.62602867,1.063e-05,-1.063e-05,0.018932,0.000491,-0.002568,38.6,18.0,-18.0,88.9,,,1012.0,,,5834.0,157.0,-174.0,4.566,0.042,-0.168,-0.5,0.3,-0.3,0.797,0.213,-0.071,0.852,0.095,-0.086,,,,q1_q17_dr25_stellar,0.658,19.665364,2.2e-05,44.42515,0.00029,-0.35,0.87,-0.5,1.0,7e-05,0.00029,0.00014,0.00034,-0.37,0.27,0.19,0.39,0.42,0.36,-0.44,0.28,0.03,0.38,0.44,0.29,NO_COMMENT,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,008/008439/008439323/dv/kplr008439323-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454967.681,0.00183,-0.00183,008/008439/008439323/dv/kplr008439323-20160209194854_dvr.pdf,0.0,0.0,0.0,0.0,247.34,194.38,-65.52,50.65963,189.26776,-48.83871,LS+MCMC,1.0,294.98059,44.425301,1,KOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,34728,7621793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.749,,,,,,,,,,,,,,,,,,,,,,,,,,,0.558703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.22225e-05,0.00122684,0.9,0.3192,1.935,0.3121,94.11,15.21,8.279,2.273,0.9229,3430.0,399.0,32876.55,15281.58,6804.0,307.0,4.02,0.25,2.008,0.609
