kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_kepmag,ra,dec,catalog,target_id,label
4545570,K04506.01,Kepler-1961 b,CONFIRMED,5.60473115,5.104e-05,-5.104e-05,210.0,20.9,-20.9,2.885,0.246,-0.246,1.11,0.19,-0.09,0.777,0.132,-0.066,5401.0,159.0,-159.0,4.593,0.035,-0.112,15.683,286.33011,39.683182,KEPLER_CONFIRMED,4545570,1
4548011,K04288.01,Kepler-1581 b,CONFIRMED,6.28384079,4.881e-05,-4.881e-05,35.7,2.6,-2.6,4.291,0.167,-0.167,0.73,0.12,-0.11,1.227,0.207,-0.186,5888.0,105.0,-129.0,4.275,0.144,-0.108,12.4,287.37125,39.603569,KEPLER_CONFIRMED,4548011,1
4548098,K04157.01,Kepler-1982 b,CONFIRMED,3.82315697,4.481e-05,-4.481e-05,47.2,6.6,-6.6,2.388,0.31,-0.31,0.77,0.14,-0.04,1.122,0.205,-0.058,6202.0,99.0,-149.0,4.422,0.026,-0.136,12.692,287.41006,39.65868,KEPLER_CONFIRMED,4548098,1
4556468,K04491.01,Kepler-1609 b,CONFIRMED,114.336052,0.003815,-0.003815,239.8,21.5,-21.5,14.077,0.814,-0.814,2.09,0.35,-0.35,1.316,0.222,-0.222,5802.0,78.0,-78.0,4.218,0.162,-0.108,15.015,290.14655,39.665821,KEPLER_CONFIRMED,4556468,1
4563268,K00627.02,Kepler-625 c,CONFIRMED,4.16536757,1.435e-05,-1.435e-05,120.0,4.4,-4.4,3.2935,0.0758,-0.0758,1.0,0.14,-0.05,0.912,0.127,-0.042,5604.0,101.0,-124.0,4.52,0.028,-0.112,13.307,292.15045,39.637581,KEPLER_CONFIRMED,4563268,1
4570949,K01658.01,Kepler-76 b,CONFIRMED,1.544928892,6.3e-08,-6.3e-08,5817.3,9.1,-9.1,1.43586,0.00557,-0.00557,13.43,2.41,-2.42,1.412,0.254,-0.254,6309.0,114.0,-126.0,4.199,0.149,-0.122,13.308,294.19211,39.618999,KEPLER_CONFIRMED,4570949,1
4633570,K00446.01,Kepler-158 b,CONFIRMED,16.70920628,3.617e-05,-3.617e-05,839.8,23.1,-23.1,2.7052,0.0725,-0.0725,2.27,0.18,-0.2,0.668,0.054,-0.059,4621.0,124.0,-137.0,4.605,0.052,-0.028,14.427,284.03223,39.78133,KEPLER_CONFIRMED,4633570,1
4636578,K02025.02,Kepler-350 d,CONFIRMED,26.1363443,0.0001142,-0.0001142,362.2,9.9,-9.9,6.613,0.108,-0.108,2.8,0.51,-0.51,1.465,0.265,-0.265,6188.0,124.0,-124.0,4.152,0.168,-0.112,13.781,285.41962,39.706108,KEPLER_CONFIRMED,4636578,1
4644604,K00628.01,Kepler-626 b,CONFIRMED,14.48584765,2.48e-05,-2.48e-05,457.1,10.0,-10.0,3.1365,0.0929,-0.0929,2.88,0.45,-0.37,1.085,0.17,-0.139,5784.0,104.0,-116.0,4.352,0.115,-0.115,13.946,288.69864,39.70829,KEPLER_CONFIRMED,4644604,1
4644952,K01805.02,Kepler-319 d,CONFIRMED,31.7821117,0.0001769,-0.0001769,570.2,28.4,-28.4,3.856,0.13,-0.13,2.08,0.23,-0.16,0.88,0.1,-0.067,5527.0,110.0,-110.0,4.491,0.06,-0.09,13.828,288.81195,39.77066,KEPLER_CONFIRMED,4644952,1
4645174,K03437.01,Kepler-1500 b,CONFIRMED,15.0330623,0.0001883,-0.0001883,132.2,10.2,-10.2,6.326,0.295,-0.295,2.18,0.33,-0.48,1.601,0.237,-0.356,5849.0,70.0,-79.0,4.076,0.182,-0.098,14.606,288.88333,39.74456,KEPLER_CONFIRMED,4645174,1
4650674,K01341.01,Kepler-824 b,CONFIRMED,4.51436096,1.371e-05,-1.371e-05,230.7,9.5,-9.5,3.0083,0.0742,-0.0742,1.84,0.31,-0.24,1.215,0.207,-0.155,5940.0,71.0,-79.0,4.306,0.115,-0.115,14.946,290.47742,39.73201,KEPLER_CONFIRMED,4650674,1
4650733,K01659.01,Kepler-1762 b,CONFIRMED,29.5390897,0.000198,-0.000198,403.3,25.1,-25.1,4.139,0.151,-0.151,2.51,0.79,-0.28,1.238,0.39,-0.139,6572.0,160.0,-251.0,4.365,0.065,-0.208,15.111,290.49316,39.785519,KEPLER_CONFIRMED,4650733,1
4656049,K00629.01,Kepler-627 b,CONFIRMED,40.6992062,0.0001694,-0.0001694,429.9,12.4,-12.4,7.074,0.111,-0.111,3.2,0.86,-0.85,1.362,0.362,-0.362,6419.0,175.0,-213.0,4.175,0.24,-0.16,13.949,292.10428,39.76791,KEPLER_CONFIRMED,4656049,1
4664847,K00816.01,Kepler-690 b,CONFIRMED,7.748094239,7.553e-06,-7.553e-06,2472.1,25.7,-25.7,3.5957,0.043,-0.043,5.52,1.7,-0.56,1.085,0.334,-0.111,5973.0,169.0,-232.0,4.439,0.052,-0.221,15.67,294.4899,39.771439,KEPLER_CONFIRMED,4664847,1
4665571,K02393.02,Kepler-1834 c,CONFIRMED,0.766691517,1.273e-06,-1.273e-06,244.0,10.1,-10.1,1.2638,0.0507,-0.0507,1.22,0.05,-0.08,0.788,0.028,-0.051,4821.0,76.0,-76.0,4.529,0.06,-0.02,14.903,294.6647,39.783829,KEPLER_CONFIRMED,4665571,1
4673628,K04056.01,Kepler-1935 b,CONFIRMED,3.951383138,6.251e-06,-6.251e-06,405.7,20.6,-20.6,1.0582,0.0787,-0.0787,23.51,5.67,-3.06,0.899,0.217,-0.117,5570.0,166.0,-149.0,4.458,0.104,-0.169,14.368,296.40375,39.722649,KEPLER_CONFIRMED,4673628,1
4725681,K00817.02,Kepler-236 b,CONFIRMED,8.29561738,2.368e-05,-2.368e-05,824.3,57.5,-57.5,1.3421,0.0773,-0.0773,1.82,0.1,-0.15,0.524,0.03,-0.044,3747.0,75.0,-83.0,4.728,0.042,-0.025,15.414,283.86639,39.898079,KEPLER_CONFIRMED,4725681,1
4735826,K03184.02,Kepler-1972 c,CONFIRMED,11.3220104,0.0005669,-0.0005669,17.1,2.1,-2.1,5.86,0.84,-0.84,0.91,0.3,-0.42,2.193,0.721,-1.02,6003.0,202.0,-199.0,3.825,0.436,-0.198,11.158,288.39529,39.872627,KEPLER_CONFIRMED,4735826,1
4736569,K01996.01,Kepler-1042 b,CONFIRMED,10.13200555,3.175e-05,-3.175e-05,911.6,26.8,-26.8,3.1683,0.0689,-0.0689,1.67,0.11,-0.11,0.561,0.038,-0.038,4777.0,167.0,-167.0,4.689,0.048,-0.032,15.629,288.66891,39.824009,KEPLER_CONFIRMED,4736569,1
4736644,K03330.01,Kepler-1470 b,CONFIRMED,16.2951259,0.0001917,-0.0001917,197.9,18.2,-18.2,3.678,0.309,-0.309,1.15,0.04,-0.08,0.812,0.031,-0.055,4915.0,78.0,-78.0,4.512,0.067,-0.022,15.061,288.69501,39.883202,KEPLER_CONFIRMED,4736644,1
4741126,K01534.02,Kepler-887 c,CONFIRMED,7.63846084,5.425e-05,-5.425e-05,71.7,4.7,-4.7,3.957,0.162,-0.162,1.12,0.19,-0.16,1.299,0.225,-0.184,6119.0,110.0,-135.0,4.274,0.115,-0.115,13.47,290.09082,39.81699,KEPLER_CONFIRMED,4741126,1
4742414,K00631.01,Kepler-628 b,CONFIRMED,15.458056682,3.094e-06,-3.094e-06,4253.2,4.6,-4.6,8.79536,0.00595,-0.00595,9.11,1.51,-1.84,1.407,0.233,-0.284,5868.0,105.0,-117.0,4.169,0.176,-0.108,13.398,290.44928,39.854801,KEPLER_CONFIRMED,4742414,1
4757437,K00497.02,Kepler-168 b,CONFIRMED,4.42535097,1.714e-05,-1.714e-05,179.0,9.0,-9.0,3.504,0.106,-0.106,1.63,0.28,-0.21,1.223,0.207,-0.155,5946.0,71.0,-79.0,4.309,0.11,-0.121,14.606,294.71017,39.8251,KEPLER_CONFIRMED,4757437,1
4760478,K05084.01,Kepler-1625 b,CONFIRMED,287.377314,0.002487,-0.002487,4376.9,84.0,-84.0,18.821,0.188,-0.188,11.67,1.71,-3.18,1.793,0.263,-0.488,5548.0,83.0,-72.0,3.964,0.217,-0.093,15.756,295.42935,39.886539,KEPLER_CONFIRMED,4760478,1
4770365,K01475.02,Kepler-1669 b,CONFIRMED,9.51220046,3.21e-05,-3.21e-05,1169.4,40.2,-40.2,2.9497,0.0837,-0.0837,1.99,0.08,-0.1,0.603,0.027,-0.03,4224.0,84.0,-84.0,4.662,0.025,-0.02,15.937,297.43039,39.847839,KEPLER_CONFIRMED,4770365,1
4770617,K02243.02,Kepler-1154 c,CONFIRMED,8.45805119,4.522e-05,-4.522e-05,258.7,15.5,-15.5,2.998,0.126,-0.126,2.52,0.52,-0.42,1.471,0.301,-0.247,6172.0,74.0,-86.0,4.198,0.13,-0.13,14.806,297.47711,39.877239,KEPLER_CONFIRMED,4770617,1
4813563,K01959.01,Kepler-1026 b,CONFIRMED,36.5157639,0.0001073,-0.0001073,861.3,27.6,-27.6,3.6577,0.089,-0.089,2.55,0.1,-0.14,0.781,0.03,-0.045,4847.0,77.0,-77.0,4.54,0.052,-0.021,14.254,283.60526,39.997978,KEPLER_CONFIRMED,4813563,1
4814502,K04004.01,Kepler-1933 b,CONFIRMED,4.94330596,1.53e-05,-1.53e-05,126.2,5.3,-5.3,2.9334,0.0676,-0.0676,1.41,0.19,-0.13,1.008,0.141,-0.094,5661.0,76.0,-84.0,4.415,0.076,-0.114,12.697,283.99509,39.917,KEPLER_CONFIRMED,4814502,1
4815520,K00367.01,Kepler-1656 b,CONFIRMED,31.578651216,7.277e-06,-7.277e-06,2125.4,8.0,-8.0,2.12791,0.00922,-0.00922,4.52,0.68,-0.36,0.99,0.149,-0.08,5733.0,104.0,-115.0,4.442,0.063,-0.117,11.105,284.47217,39.911812,KEPLER_CONFIRMED,4815520,1
4827723,K00632.01,Kepler-629 b,CONFIRMED,7.23858162,1.687e-05,-1.687e-05,268.2,7.5,-7.5,3.1199,0.059,-0.059,1.34,0.15,-0.06,0.831,0.097,-0.039,5411.0,96.0,-118.0,4.561,0.018,-0.096,13.359,289.41782,39.945011,KEPLER_CONFIRMED,4827723,1
4831728,K02739.01,Kepler-1330 b,CONFIRMED,10.10773789,4.792e-05,-4.792e-05,294.9,12.8,-12.8,3.828,0.109,-0.109,1.98,0.33,-0.39,1.174,0.191,-0.234,5480.0,82.0,-74.0,4.26,0.18,-0.12,15.017,290.57672,39.95689,KEPLER_CONFIRMED,4831728,1
4832837,K00605.01,Kepler-621 b,CONFIRMED,2.628117322,1.77e-06,-1.77e-06,936.8,11.4,-11.4,1.8289,0.0292,-0.0292,1.77,0.23,-0.27,0.557,0.071,-0.087,3939.0,297.0,-267.0,4.705,0.078,-0.052,14.915,290.92731,39.91415,KEPLER_CONFIRMED,4832837,1
4833421,K00232.01,Kepler-122 c,CONFIRMED,12.466004437,5.544e-06,-5.544e-06,2232.1,8.1,-8.1,5.0066,0.0198,-0.0198,5.65,0.89,-0.9,1.191,0.189,-0.189,6038.0,121.0,-121.0,4.284,0.137,-0.112,14.247,291.11188,39.949108,KEPLER_CONFIRMED,4833421,1
4841374,K00633.01,Kepler-630 b,CONFIRMED,161.4746786,0.0008462,-0.0008462,828.2,19.6,-19.6,10.572,0.171,-0.171,3.25,0.51,-0.38,1.044,0.162,-0.122,5761.0,104.0,-115.0,4.383,0.095,-0.116,13.871,293.42703,39.942429,KEPLER_CONFIRMED,4841374,1
4847534,K00499.01,Kepler-579 b,CONFIRMED,9.66857386,1.899e-05,-1.899e-05,411.7,13.0,-13.0,2.4656,0.0554,-0.0554,1.9,0.33,-0.19,0.836,0.148,-0.08,5288.0,184.0,-184.0,4.541,0.051,-0.119,14.272,295.00204,39.95293,KEPLER_CONFIRMED,4847534,1
4850961,K04092.01,Kepler-1551 b,CONFIRMED,24.4972683,0.0002028,-0.0002028,449.1,26.2,-26.2,5.43,0.202,-0.202,2.74,0.74,-0.37,1.162,0.312,-0.156,6392.0,156.0,-245.0,4.399,0.06,-0.18,15.152,295.78552,39.907921,KEPLER_CONFIRMED,4850961,1
4852528,K00500.02,Kepler-80 c,CONFIRMED,9.521644639,8.947e-06,-8.947e-06,1491.3,20.2,-20.2,2.3569,0.0279,-0.0279,2.16,0.12,-0.12,0.567,0.031,-0.031,4041.0,72.0,-88.0,4.697,0.024,-0.027,14.804,296.11258,39.978779,KEPLER_CONFIRMED,4852528,1
4857058,K03061.01,Kepler-1983 b,CONFIRMED,7.32851947,2.311e-05,-2.311e-05,277.8,27.6,-27.6,1.211,0.114,-0.114,2.33,0.13,-0.18,0.874,0.048,-0.069,5135.0,84.0,-76.0,4.464,0.084,-0.039,14.316,297.04208,39.912231,KEPLER_CONFIRMED,4857058,1
4857213,K02120.01,Kepler-1680 b,CONFIRMED,8.77425786,2.931e-05,-2.931e-05,239.6,12.6,-12.6,2.2245,0.076,-0.076,1.75,0.53,-0.22,0.905,0.277,-0.111,5146.0,154.0,-138.0,4.445,0.1,-0.3,13.714,297.07465,39.933849,KEPLER_CONFIRMED,4857213,1
4860678,K01602.01,Kepler-1758 b,CONFIRMED,9.97716876,8.015e-05,-8.015e-05,252.9,12.7,-12.7,5.908,0.22,-0.22,2.53,0.4,-0.65,1.616,0.254,-0.413,5557.0,83.0,-72.0,4.037,0.21,-0.09,14.943,297.79691,39.921371,KEPLER_CONFIRMED,4860678,1
4913852,K00818.01,Kepler-691 b,CONFIRMED,8.11437482,1.092e-05,-1.092e-05,1558.0,32.0,-32.0,2.2736,0.0447,-0.0447,2.1,0.14,-0.16,0.517,0.035,-0.039,3692.0,73.0,-83.0,4.753,0.032,-0.039,15.877,288.81201,40.033401,KEPLER_CONFIRMED,4913852,1
4914423,K00108.02,Kepler-103 c,CONFIRMED,179.609803,0.0001823,-0.0001823,1273.0,7.7,-7.7,13.755,0.119,-0.119,5.47,0.34,-0.28,1.433,0.09,-0.072,5880.0,78.0,-78.0,4.154,0.033,-0.027,12.287,288.98456,40.064529,KEPLER_CONFIRMED,4914423,1
4914566,K02635.01,Kepler-1300 b,CONFIRMED,22.2420032,0.000246,-0.000246,63.5,4.5,-4.5,7.532,0.235,-0.235,2.04,0.3,-0.57,2.164,0.323,-0.601,5979.0,118.0,-130.0,3.854,0.224,-0.08,12.816,289.03302,40.086891,KEPLER_CONFIRMED,4914566,1
4915638,K02617.01,Kepler-1291 b,CONFIRMED,8.63050092,6.58e-05,-6.58e-05,325.8,25.4,-25.4,3.144,0.165,-0.165,1.43,0.24,-0.13,0.764,0.132,-0.066,5352.0,159.0,-159.0,4.599,0.035,-0.112,15.868,289.37704,40.00116,KEPLER_CONFIRMED,4915638,1
4917596,K01973.01,Kepler-1032 b,CONFIRMED,3.290114076,6.233e-06,-6.233e-06,645.3,25.7,-25.7,1.5151,0.0536,-0.0536,1.49,0.12,-0.13,0.594,0.046,-0.051,4484.0,134.0,-134.0,4.654,0.054,-0.027,15.753,289.93085,40.097752,KEPLER_CONFIRMED,4917596,1
4932442,K01665.01,Kepler-923 b,CONFIRMED,6.93365167,4.111e-05,-4.111e-05,119.6,6.4,-6.4,4.608,0.146,-0.146,1.7,0.26,-0.31,1.304,0.195,-0.238,5861.0,105.0,-117.0,4.212,0.176,-0.108,14.042,294.17108,40.055168,KEPLER_CONFIRMED,4932442,1
4939346,K01873.02,Kepler-328 b,CONFIRMED,34.9168399,0.0007457,-0.0007457,500.0,35.2,-35.2,7.343,0.451,-0.451,2.39,0.72,-0.29,1.069,0.323,-0.129,6194.0,196.0,-295.0,4.445,0.052,-0.195,15.674,295.8093,40.008511,KEPLER_CONFIRMED,4939346,1
4947556,K03936.02,Kepler-1930 b,CONFIRMED,13.0267964,4.361e-05,-4.361e-05,356.6,45.1,-45.1,0.785,0.106,-0.106,2.08,0.2,-0.18,0.844,0.083,-0.074,5083.0,152.0,-152.0,4.512,0.063,-0.07,13.336,297.57712,40.02771,KEPLER_CONFIRMED,4947556,1
4989057,K01923.01,Kepler-1017 b,CONFIRMED,7.23400381,1.603e-05,-1.603e-05,453.3,15.7,-15.7,2.165,0.0587,-0.0587,1.78,0.19,-0.1,0.85,0.091,-0.045,5411.0,107.0,-107.0,4.523,0.042,-0.084,14.139,283.46936,40.13261,KEPLER_CONFIRMED,4989057,1
4991208,K02951.01,Kepler-1393 b,CONFIRMED,2.44358543,1.446e-05,-1.446e-05,59.1,6.1,-6.1,1.852,0.142,-0.142,0.67,0.07,-0.05,0.873,0.099,-0.066,5561.0,111.0,-111.0,4.486,0.072,-0.08,13.348,284.45947,40.142559,KEPLER_CONFIRMED,4991208,1
5003670,K04524.01,Kepler-1962 b,CONFIRMED,7.99144696,6.551e-05,-6.551e-05,145.0,12.4,-12.4,3.639,0.202,-0.202,1.53,0.23,-0.12,1.006,0.148,-0.079,5700.0,77.0,-77.0,4.434,0.063,-0.117,14.955,289.5484,40.1642,KEPLER_CONFIRMED,5003670,1
5005121,K02237.01,Kepler-1811 b,CONFIRMED,76.421501,0.001323,-0.001323,578.4,28.9,-28.9,7.218,0.396,-0.396,2.81,0.42,-0.51,1.19,0.177,-0.216,5561.0,83.0,-75.0,4.263,0.168,-0.112,15.165,289.97934,40.14283,KEPLER_CONFIRMED,5005121,1
5007345,K02406.01,Kepler-1225 b,CONFIRMED,7.01074295,2.517e-05,-2.517e-05,222.8,12.3,-12.3,2.1787,0.0955,-0.0955,3.76,0.61,-1.14,2.476,0.402,-0.747,5814.0,78.0,-78.0,3.745,0.225,-0.09,14.689,290.6333,40.13699,KEPLER_CONFIRMED,5007345,1
5009743,K01609.01,Kepler-906 b,CONFIRMED,41.6980186,0.0001434,-0.0001434,440.8,11.6,-11.6,5.7047,0.0839,-0.0839,2.03,0.31,-0.14,0.971,0.145,-0.067,5997.0,107.0,-131.0,4.466,0.048,-0.112,13.956,291.40555,40.125488,KEPLER_CONFIRMED,5009743,1
5020319,K00635.01,Kepler-1725 b,CONFIRMED,16.71987303,9.328e-05,-9.328e-05,523.1,32.5,-32.5,3.317,0.145,-0.145,2.52,0.42,-0.23,1.085,0.18,-0.103,6020.0,108.0,-133.0,4.389,0.066,-0.123,13.034,294.37354,40.19463,KEPLER_CONFIRMED,5020319,1
5021899,K00821.01,Kepler-692 b,CONFIRMED,21.81295996,7.229e-05,-7.229e-05,1175.4,35.8,-35.8,4.3791,0.091,-0.091,3.38,0.91,-0.49,0.999,0.269,-0.145,5601.0,166.0,-166.0,4.41,0.116,-0.188,15.54,294.77686,40.15374,KEPLER_CONFIRMED,5021899,1
5022828,K02138.01,Kepler-1115 b,CONFIRMED,23.5541012,0.0001812,-0.0001812,95.2,3.7,-3.7,7.3,0.159,-0.159,2.33,0.86,-0.7,2.286,0.841,-0.688,9565.0,302.0,-416.0,4.088,0.171,-0.209,11.98,294.99176,40.144409,KEPLER_CONFIRMED,5022828,1
5031857,K01573.01,Kepler-1755 b,CONFIRMED,24.81097206,1.931e-05,-1.931e-05,2090.8,18.5,-18.5,3.2245,0.0297,-0.0297,4.22,1.32,-0.44,0.921,0.288,-0.096,6086.0,182.0,-200.0,4.511,0.052,-0.221,14.373,296.84616,40.138611,KEPLER_CONFIRMED,5031857,1
5036705,K02437.01,Kepler-1238 b,CONFIRMED,4.14789051,3.408e-05,-3.408e-05,137.6,9.9,-9.9,3.829,0.204,-0.204,1.93,0.37,-0.3,1.417,0.272,-0.223,6150.0,79.0,-79.0,4.223,0.125,-0.125,14.725,297.90579,40.162861,KEPLER_CONFIRMED,5036705,1
5042210,K02462.01,Kepler-1838 b,CONFIRMED,12.14684625,8.2e-05,-8.2e-05,70.7,3.0,-3.0,6.197,0.158,-0.158,1.75,0.25,-0.45,1.963,0.273,-0.507,5877.0,116.0,-116.0,3.927,0.203,-0.087,11.821,298.9917,40.142422,KEPLER_CONFIRMED,5042210,1
5080636,K01843.01,Kepler-974 b,CONFIRMED,4.194496867,5.587e-06,-5.587e-06,660.7,17.1,-17.1,1.7807,0.0343,-0.0343,1.57,0.09,-0.12,0.522,0.032,-0.039,3706.0,73.0,-92.0,4.747,0.033,-0.033,14.404,285.01309,40.220749,KEPLER_CONFIRMED,5080636,1
5084171,K04202.01,Kepler-1567 b,CONFIRMED,153.979362,0.001726,-0.001726,792.5,55.5,-55.5,9.028,0.277,-0.277,2.53,0.77,-0.25,0.903,0.274,-0.091,5858.0,159.0,-176.0,4.502,0.052,-0.195,15.672,286.69522,40.291809,KEPLER_CONFIRMED,5084171,1
5084942,K00161.01,Kepler-475 b,CONFIRMED,3.105507835,1.149e-06,-1.149e-06,904.6,6.0,-6.0,1.7458,0.0224,-0.0224,2.68,0.17,-0.1,0.791,0.052,-0.028,4989.0,90.0,-110.0,4.585,0.012,-0.064,13.341,287.05173,40.211552,KEPLER_CONFIRMED,5084942,1
5088400,K04127.01,Kepler-1556 b,CONFIRMED,8.82715783,7.379e-05,-7.379e-05,368.6,40.8,-40.8,2.019,0.187,-0.187,1.67,0.23,-0.06,0.878,0.12,-0.032,5550.0,75.0,-83.0,4.539,0.021,-0.112,15.247,288.397,40.213188,KEPLER_CONFIRMED,5088400,1
5088536,K00282.03,Kepler-130 d,CONFIRMED,87.5177787,0.0006657,-0.0006657,136.5,13.2,-13.2,2.55,0.171,-0.171,1.85,0.08,-0.07,1.137,0.05,-0.046,5903.0,70.0,-79.0,4.304,0.02,-0.018,11.529,288.45065,40.245327,KEPLER_CONFIRMED,5088536,1
5088591,K01801.01,Kepler-955 b,CONFIRMED,14.5324483,9.627e-05,-9.627e-05,1355.9,95.2,-95.2,3.13,0.171,-0.171,3.11,0.5,-0.37,0.86,0.138,-0.101,5345.0,159.0,-143.0,4.473,0.104,-0.127,14.625,288.47144,40.269791,KEPLER_CONFIRMED,5088591,1
5092266,K03045.01,Kepler-1896 b,CONFIRMED,44.8702042,0.00045,-0.00045,636.1,44.9,-44.9,4.199,0.197,-0.197,2.56,0.8,-0.27,0.996,0.312,-0.104,6122.0,192.0,-235.0,4.471,0.052,-0.208,15.755,289.67856,40.249641,KEPLER_CONFIRMED,5092266,1
5094751,K00123.02,Kepler-109 c,CONFIRMED,21.22261195,2.908e-05,-2.908e-05,366.0,3.5,-3.5,6.5093,0.042,-0.042,2.48,0.11,-0.11,1.302,0.058,-0.058,5945.0,71.0,-71.0,4.213,0.033,-0.027,12.365,290.39273,40.28487,KEPLER_CONFIRMED,5094751,1
5095082,K04320.01,Kepler-1951 b,CONFIRMED,20.6579443,0.0003509,-0.0003509,98.2,8.0,-8.0,8.798,0.405,-0.405,1.27,0.23,-0.29,1.306,0.23,-0.306,5468.0,81.0,-65.0,4.171,0.231,-0.116,14.216,290.49988,40.287689,KEPLER_CONFIRMED,5095082,1
5096590,K03093.01,Kepler-1424 b,CONFIRMED,29.6099055,0.0005169,-0.0005169,120.1,9.0,-9.0,7.433,0.252,-0.252,1.74,0.26,-0.24,1.122,0.168,-0.151,5812.0,104.0,-116.0,4.329,0.126,-0.115,13.619,290.99167,40.229321,KEPLER_CONFIRMED,5096590,1
5106313,K02878.01,Kepler-1694 b,CONFIRMED,3.89524296,1.753e-05,-1.753e-05,189.0,13.7,-13.7,1.689,0.109,-0.109,1.13,0.04,-0.09,0.838,0.033,-0.062,5018.0,83.0,-75.0,4.492,0.077,-0.028,14.756,293.79358,40.240929,KEPLER_CONFIRMED,5106313,1
5113822,K00638.02,Kepler-199 c,CONFIRMED,67.0930642,0.0001785,-0.0001785,1254.2,18.1,-18.1,7.334,0.134,-0.134,3.51,0.48,-0.17,0.882,0.121,-0.043,5750.0,102.0,-125.0,4.538,0.026,-0.11,13.595,295.55942,40.236271,KEPLER_CONFIRMED,5113822,1
5120087,K00639.01,Kepler-631 b,CONFIRMED,17.97979816,6.128e-05,-6.128e-05,459.1,11.9,-11.9,5.5828,0.0814,-0.0814,2.89,0.5,-0.34,1.352,0.236,-0.158,6141.0,110.0,-135.0,4.272,0.08,-0.12,13.5,296.88577,40.22823,KEPLER_CONFIRMED,5120087,1
5121511,K00640.01,Kepler-632 b,CONFIRMED,30.99664113,4.695e-05,-4.695e-05,655.3,12.7,-12.7,2.9182,0.0469,-0.0469,2.43,0.26,-0.11,0.853,0.092,-0.039,5324.0,106.0,-106.0,4.544,0.024,-0.09,13.332,297.25262,40.288601,KEPLER_CONFIRMED,5121511,1
5124667,K01822.01,Kepler-1672 b,CONFIRMED,150.8783198,0.0005029,-0.0005029,659.9,10.8,-10.8,8.6797,0.0826,-0.0826,4.37,0.65,-1.53,1.737,0.261,-0.608,5504.0,87.0,-76.0,3.999,0.304,-0.095,12.443,297.94016,40.278629,KEPLER_CONFIRMED,5124667,1
5125347,K02241.01,Kepler-1812 b,CONFIRMED,7.16520428,2.673e-05,-2.673e-05,433.8,29.0,-29.0,1.705,0.108,-0.108,2.31,0.74,-0.27,1.103,0.358,-0.128,6174.0,173.0,-260.0,4.417,0.054,-0.216,15.302,298.08453,40.283249,KEPLER_CONFIRMED,5125347,1
5128673,K02698.01,Kepler-1316 b,CONFIRMED,87.9724227,0.0005198,-0.0005198,866.7,15.4,-15.4,14.638,0.143,-0.143,3.39,0.52,-0.52,1.159,0.178,-0.178,5837.0,105.0,-117.0,4.305,0.125,-0.112,14.0,298.83588,40.29314,KEPLER_CONFIRMED,5128673,1
5164255,K00824.01,Kepler-693 b,CONFIRMED,15.37562369,1.017e-05,-1.017e-05,15337.0,114.0,-114.0,3.3169,0.0645,-0.0645,11.01,0.44,-0.82,0.833,0.033,-0.062,4986.0,79.0,-79.0,4.496,0.075,-0.025,16.422,283.25354,40.358189,KEPLER_CONFIRMED,5164255,1
5174858,K02532.01,Kepler-1852 b,CONFIRMED,7.9709719,2.183e-05,-2.183e-05,488.4,34.8,-34.8,1.2893,0.0874,-0.0874,2.27,0.34,-0.16,0.826,0.124,-0.057,5237.0,157.0,-157.0,4.572,0.028,-0.112,15.43,288.02969,40.344151,KEPLER_CONFIRMED,5174858,1
5175024,K02563.01,Kepler-1279 b,CONFIRMED,23.4772553,0.0002525,-0.0002525,141.4,8.7,-8.7,6.735,0.31,-0.31,1.34,0.42,-0.18,1.121,0.352,-0.151,6384.0,151.0,-207.0,4.361,0.087,-0.203,13.973,288.09564,40.365971,KEPLER_CONFIRMED,5175024,1
5175986,K02708.01,Kepler-1320 b,CONFIRMED,0.868386354,1.544e-06,-1.544e-06,488.5,22.8,-22.8,1.066,0.0553,-0.0553,1.52,0.16,-0.09,0.704,0.074,-0.043,4792.0,143.0,-143.0,4.627,0.024,-0.06,15.898,288.43359,40.380878,KEPLER_CONFIRMED,5175986,1
5177104,K01603.01,Kepler-904 b,CONFIRMED,3.02168007,8.511e-06,-8.511e-06,171.9,6.0,-6.0,2.8264,0.0746,-0.0746,1.31,0.39,-0.12,0.989,0.291,-0.097,6201.0,169.0,-206.0,4.472,0.05,-0.2,14.429,288.82291,40.38905,KEPLER_CONFIRMED,5177104,1
5177859,K04246.01,Kepler-1576 b,CONFIRMED,6.98472143,6.164e-05,-6.164e-05,90.7,8.7,-8.7,2.724,0.202,-0.202,1.19,0.34,-0.26,1.227,0.36,-0.27,5839.0,156.0,-174.0,4.279,0.175,-0.175,13.382,289.07397,40.366009,KEPLER_CONFIRMED,5177859,1
5183357,K01669.01,Kepler-924 b,CONFIRMED,61.0373591,0.0003231,-0.0003231,437.5,12.6,-12.6,8.378,0.132,-0.132,3.38,0.59,-0.53,1.614,0.282,-0.254,6309.0,75.0,-82.0,4.154,0.132,-0.12,14.171,290.66852,40.39772,KEPLER_CONFIRMED,5183357,1
