,koi_duration,koi_depth,koi_prad,koi_ror,tce_duration,tce_depth,tce_prad,koi_steff,koi_srad,koi_smass,koi_slogg,tce_steff,tce_sradius,tce_slogg,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_model_snr,koi_max_mult_ev
8343,2.31,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,11.2284565
8345,1.239,93.8,1.06,0.009284,,,,6142.0,1.046,1.143,4.456,,,,0.0,0.0,1.0,0.0,8.8,8.346061
8346,5.3022,262984.0,104.57,0.500326,,,,8144.0,1.914,1.841,4.139,,,,0.0,1.0,0.0,0.0,4761.5,31373.201
8347,4.35014,38119.2,56.11,0.430688,,,,6469.0,1.193,1.26,4.385,,,,0.0,1.0,0.0,0.0,2271.0,11932.856
8348,3.2922,2749.5,29.19,0.340124,,,,5152.0,0.786,0.741,4.517,,,,0.0,1.0,0.0,0.0,103.1,95.97969
8349,5.24058,315517.0,86.12,0.532167,,,,6526.0,1.482,1.223,4.182,,,,0.0,1.0,0.0,0.0,6009.0,40941.543
8350,17.4877,617987.0,571.07,1.289667,,,,5467.0,4.055,1.62,3.432,,,,0.0,1.0,0.0,0.0,1587.7,4352.5903
8352,16.01,162.4,0.87,0.01136,,,,4995.0,0.698,0.677,4.58,,,,1.0,0.0,1.0,1.0,12.8,9.14662
8353,2.69771,465918.0,46.59,0.682637,,,,4794.0,0.625,0.612,4.633,,,,0.0,1.0,0.0,0.0,1012.9,13127.424
8354,3.828,44.7,0.64,0.006236,,,,5869.0,0.942,1.054,4.513,,,,0.0,0.0,0.0,1.0,14.8,12.076575
8356,5.9968,121323.0,43.95,0.341926,,,,5757.0,1.177,0.818,4.209,,,,0.0,1.0,0.0,0.0,680.4,2577.3557
8358,18.47,119.4,2.83,0.033836,,,,5047.0,0.766,0.802,4.574,,,,0.0,1.0,1.0,1.0,10.7,10.103962
8359,9.82,143.8,0.81,0.010715,,,,4920.0,0.691,0.768,4.636,,,,1.0,0.0,1.0,1.0,14.2,8.5237255
8360,9.69,90.1,0.91,0.009001,,,,6060.0,0.925,1.008,4.509,,,,0.0,0.0,0.0,1.0,10.5,9.560071
8361,11.268,29.9,0.58,0.005478,,,,5952.0,0.971,1.057,4.489,,,,0.0,0.0,1.0,1.0,13.5,10.936631
8362,6.47393,118864.0,51.9,0.52694,,,,6011.0,0.902,0.988,4.522,,,,0.0,1.0,0.0,0.0,1216.8,4660.4795
8363,2.352,16.2,0.57,0.003854,,,,5966.0,1.349,1.014,4.184,,,,1.0,0.0,0.0,1.0,13.8,9.085316
8364,4.399,68.9,1.15,0.010029,,,,6395.0,1.049,1.094,4.436,,,,1.0,0.0,0.0,1.0,21.7,7.8475046
8365,3.487,73.9,0.88,0.008292,,,,6075.0,0.969,1.048,4.486,,,,1.0,0.0,1.0,1.0,23.3,11.458723
8366,2.77,125.7,1.54,0.014498,,,,5836.0,0.97,1.087,4.5,,,,1.0,0.0,0.0,1.0,14.1,13.419197
8367,3.641,64.0,0.89,0.00744,,,,6100.0,1.093,0.993,4.358,,,,1.0,0.0,1.0,1.0,22.6,10.264639
8368,4.097,46.7,0.77,0.006244,,,,5576.0,1.132,0.928,4.297,,,,0.0,0.0,1.0,1.0,12.5,11.464546
8369,4.176,92.1,1.07,0.009594,,,,6273.0,1.021,1.077,4.454,,,,1.0,0.0,0.0,1.0,26.4,12.875926
8370,5.13753,77410.4,29.77,0.266744,,,,6214.0,1.022,1.051,4.444,,,,0.0,1.0,0.0,0.0,2822.1,3942.5735
8371,5.10744,173168.0,33.8,0.391811,,,,5294.0,0.79,0.733,4.507,,,,0.0,1.0,0.0,0.0,3487.8,4760.222
8372,88.1118,316.3,31.72,0.197178,,,,5930.0,1.473,0.96,4.084,,,,1.0,0.0,0.0,0.0,153.7,10.391341
8373,7.7489,246568.0,41.52,0.463146,,,,5863.0,0.821,0.908,4.566,,,,0.0,1.0,0.0,0.0,996.8,10472.216
8375,10.16,47.0,1.54,0.006736,,,,7117.0,2.09,1.548,3.988,,,,1.0,0.0,0.0,0.0,42.0,8.347826
8376,19.27,82.6,1.23,0.008897,,,,6602.0,1.269,1.178,4.301,,,,1.0,0.0,0.0,0.0,23.7,9.87049
8378,5.51392,417901.0,115.45,0.652608,,,,6962.0,1.62,1.352,4.148,,,,0.0,1.0,0.0,0.0,2309.2,19628.61
8379,12.079,227.2,21.07,0.229677,,,,5662.0,0.84,0.937,4.56,,,,1.0,0.0,1.0,0.0,21.1,8.52728
8380,3.90851,87567.2,88.64,0.462512,,,,6980.0,1.755,1.292,4.06,,,,0.0,1.0,0.0,0.0,3979.1,12755.756
8382,2.616,61.3,0.48,0.007074,,,,4556.0,0.615,0.669,4.676,,,,1.0,0.0,1.0,0.0,23.6,13.4554205
8383,11.8874,164608.0,127.38,0.379342,,,,5934.0,3.075,1.315,3.581,,,,0.0,1.0,0.0,0.0,1255.2,5305.2124
8384,4.72808,314683.0,118.28,0.521493,,,,5977.0,2.077,1.125,3.854,,,,0.0,1.0,0.0,0.0,920.8,39165.887
8385,2.523,277.6,1.9,0.015325,,,,6343.0,1.137,1.213,4.411,,,,1.0,0.0,0.0,0.0,6.7,7.926327
8387,5.42,842.0,2.63,0.027213,,,,5941.0,0.885,0.975,4.533,,,,1.0,0.0,1.0,0.0,7.9,8.185003
8388,5.94523,131002.0,83.26,0.509325,,,,6499.0,1.497,0.993,4.084,,,,0.0,1.0,0.0,0.0,3290.5,23911.836
8389,0.3969,99.0,1.09,0.010742,,,,6240.0,0.929,1.0,4.502,,,,1.0,0.0,1.0,0.0,7.8,8.125923
8390,11.06,75.2,1.07,0.008055,,,,6099.0,1.212,0.856,4.204,,,,1.0,0.0,0.0,0.0,11.2,7.2163043
8392,5.96595,416030.0,45.65,0.645094,,,,5290.0,0.648,0.723,4.669,,,,0.0,1.0,0.0,0.0,2341.5,11420.147
8393,7.60143,123177.0,71.55,0.51272,,,,6039.0,1.278,1.041,4.242,,,,0.0,1.0,0.0,0.0,2674.6,4593.534
8396,3.64361,131660.0,72.82,0.502932,,,,6679.0,1.326,1.246,4.286,,,,0.0,1.0,0.0,0.0,598.4,14669.238
8397,6.84312,263637.0,131.41,0.563641,,,,7128.0,2.135,1.479,3.95,,,,0.0,1.0,0.0,0.0,1488.6,5851.445
8398,11.29,57.0,2.11,0.007435,,,,6628.0,2.595,1.489,3.783,,,,1.0,0.0,0.0,0.0,38.1,8.757065
8399,0.4199,58.3,1.42,0.008071,,,,5927.0,1.607,0.914,3.988,,,,0.0,0.0,1.0,0.0,28.4,11.157958
8401,3.7,78.9,0.54,0.007778,,,,4237.0,0.631,0.62,4.63,,,,0.0,1.0,1.0,1.0,17.6,13.790248
8402,2.669,13.9,0.84,0.003453,,,,6619.0,2.23,1.408,3.89,,,,1.0,0.0,1.0,1.0,8.5,7.5792
8403,3.338,51.3,0.81,0.006601,,,,5600.0,1.118,0.951,4.32,,,,1.0,0.0,1.0,1.0,10.8,7.714208
8405,8.52,42.9,0.87,0.006036,,,,5846.0,1.323,0.942,4.169,,,,0.0,0.0,0.0,1.0,9.2,7.7449193
8406,4.87531,41579.9,68.93,0.323684,,,,7199.0,1.95,1.571,4.055,,,,0.0,1.0,0.0,0.0,827.0,5257.548
8409,2.69,36.5,1.16,0.005681,,,,6306.0,1.874,0.862,3.828,,,,0.0,0.0,0.0,1.0,5.9,9.299339
8410,4.17722,36484.5,51.63,0.441436,,,,5594.0,1.071,0.841,4.303,,,,0.0,1.0,0.0,0.0,1098.3,3020.4734
8411,2.7415,99056.0,51.42,0.472261,,,,6108.0,0.997,1.072,4.471,,,,0.0,1.0,0.0,0.0,429.7,2211.5642
8412,1.569,94.1,0.98,0.008968,,,,6406.0,1.005,1.057,4.458,,,,0.0,0.0,1.0,1.0,10.4,8.0354805
8414,8.27762,248937.0,41.84,0.573586,,,,5246.0,0.668,0.653,4.604,,,,0.0,1.0,0.0,0.0,1524.1,13155.155
8415,5.14,66.8,0.73,0.007594,,,,5741.0,0.884,0.781,4.438,,,,0.0,0.0,1.0,1.0,10.7,8.967308
8416,3.37146,25208.0,62.55,0.410287,,,,6309.0,1.396,1.306,4.265,,,,0.0,1.0,0.0,0.0,568.7,2201.347
8417,5.67553,150465.0,61.45,0.395421,,,,5865.0,1.423,1.09,4.169,,,,0.0,1.0,0.0,0.0,5640.0,19184.824
8418,7.60963,54518.0,85.64,0.456473,,,,6425.0,1.718,1.179,4.04,,,,0.0,1.0,0.0,0.0,1513.2,5531.697
8419,2.097,27.8,0.57,0.004837,,,,6028.0,1.078,0.994,4.371,,,,0.0,1.0,1.0,1.0,11.2,9.137777
8420,1.434,282.5,1.54,0.015515,,,,5941.0,0.911,1.001,4.519,,,,0.0,0.0,1.0,1.0,9.8,9.417973
8421,3.16223,69626.0,119.64,0.472034,,,,8162.0,2.321,1.845,3.973,,,,0.0,1.0,0.0,0.0,548.5,6146.4287
8422,4.64294,325530.0,92.55,0.603654,,,,6300.0,1.404,1.106,4.188,,,,1.0,0.0,0.0,0.0,1703.0,4828.945
8423,12.6047,341717.0,71.45,0.620771,,,,5979.0,1.054,0.986,4.386,,,,0.0,1.0,0.0,0.0,963.5,9944.694
8424,8.42272,115171.0,178.47,0.385464,,,,7221.0,4.24,2.018,3.488,,,,0.0,1.0,0.0,0.0,1876.9,18902.256
8425,4.62051,406770.0,81.28,0.629216,,,,6440.0,1.183,1.194,4.369,,,,0.0,1.0,0.0,0.0,2165.3,13455.348
8426,2.437,61.1,1.51,0.007386,,,,5712.0,1.872,1.162,3.959,,,,0.0,1.0,0.0,1.0,22.3,11.674036
8427,2.965,149.8,0.95,0.01372,,,,4186.0,0.635,0.686,4.662,,,,0.0,0.0,1.0,1.0,10.2,9.475645
8428,4.09326,143628.0,59.02,0.600525,,,,6024.0,0.9,0.985,4.523,,,,0.0,1.0,0.0,0.0,2096.8,6885.695
8429,2.6923,52609.0,37.78,0.499951,,,,5229.0,0.692,0.664,4.58,,,,0.0,1.0,0.0,0.0,324.4,2079.1316
8430,1.3,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,13.663539
8431,4.48448,44998.1,43.23,0.198938,,,,6348.0,1.99,1.431,3.996,,,,0.0,1.0,0.0,0.0,987.8,3670.6821
8432,24.44,182.1,1.05,0.012463,,,,5833.0,0.775,0.753,4.537,,,,0.0,0.0,1.0,0.0,12.0,8.021092
8433,36.048,2797.5,22.46,0.051985,,,,5043.0,3.956,1.098,3.284,,,,0.0,1.0,0.0,0.0,306.7,18.77201
8434,14.7088,255953.0,139.59,0.564869,,,,6562.0,2.263,1.279,3.835,,,,0.0,1.0,0.0,0.0,772.7,2593.268
8435,3.7278,200403.0,38.82,0.416305,,,,5655.0,0.854,0.788,4.472,,,,0.0,1.0,0.0,0.0,1234.3,22089.055
8436,6.5468,29988.7,44.91,0.423538,,,,5712.0,0.971,0.912,4.424,,,,0.0,1.0,0.0,0.0,687.5,661.25793
8437,6.82752,119630.0,99.66,0.401178,,,,5605.0,2.275,1.226,3.813,,,,0.0,1.0,0.0,0.0,2595.9,10096.773
8438,11.39,88.3,1.1,0.008818,,,,6598.0,1.145,1.166,4.387,,,,0.0,0.0,1.0,0.0,14.5,9.098638
8439,10.767,56.0,0.48,0.007244,,,,5017.0,0.605,0.601,4.653,,,,0.0,1.0,0.0,1.0,15.1,8.020395
8440,19.45,249668.0,73.04,0.934191,,,,5328.0,0.716,0.695,4.571,,,,0.0,1.0,0.0,0.0,401.5,229.20734
8443,2.651,128.2,1.04,0.010208,,,,5525.0,0.93,0.906,4.458,,,,1.0,0.0,1.0,0.0,8.1,7.8697085
8444,3.58,18.0,0.75,0.004048,,,,6773.0,1.69,1.207,4.063,,,,0.0,0.0,0.0,1.0,14.2,10.36154
8445,1.031,26.6,0.57,0.004794,,,,6224.0,1.096,1.031,4.373,,,,1.0,0.0,0.0,0.0,5.7,7.3137946
8446,5.15682,45699.5,25.25,0.203868,,,,5963.0,1.134,0.986,4.322,,,,0.0,1.0,0.0,0.0,2171.4,2927.8442
8447,4.929,100.3,1.17,0.012949,,,,5707.0,0.828,0.864,4.538,,,,0.0,1.0,1.0,1.0,18.3,11.146606
8448,2.708,98.8,1.04,0.009444,,,,6046.0,1.007,1.111,4.478,,,,0.0,0.0,0.0,1.0,12.3,10.666842
8449,3.20763,44116.4,50.53,0.451432,,,,6117.0,1.025,1.095,4.457,,,,0.0,1.0,1.0,0.0,717.5,2687.6384
8450,7.61037,252699.0,47.71,0.469276,,,,6343.0,0.931,0.988,4.495,,,,0.0,1.0,0.0,0.0,7795.3,15465.727
8451,3.47128,195090.0,33.46,0.544206,,,,4448.0,0.563,0.558,4.684,,,,0.0,1.0,0.0,0.0,1680.0,6639.07
8452,4.11282,107665.0,41.17,0.500012,,,,5578.0,0.754,0.843,4.601,,,,0.0,1.0,0.0,0.0,1483.2,4479.9624
8453,1.7556,71.8,216.92,0.00864,,,,3681.0,229.908,3.426,0.25,,,,0.0,0.0,1.0,0.0,6.3,7.4198027
8455,3.17788,163091.0,54.35,0.462121,,,,6318.0,1.077,0.98,4.366,,,,0.0,1.0,0.0,0.0,1305.8,10680.992
8457,1.75182,372128.0,47.64,0.592721,,,,4429.0,0.736,0.733,4.569,,,,0.0,1.0,0.0,0.0,1066.7,4041.614
8458,37.68,188.2,19.93,0.199678,,,,5896.0,0.914,1.0,4.516,,,,0.0,1.0,0.0,0.0,25.4,13.839084
8459,6.6666,150998.0,40.3,0.384842,,,,5539.0,0.959,0.807,4.381,,,,0.0,1.0,0.0,0.0,622.8,6156.7637
8460,5.61993,361389.0,71.49,0.631344,,,,6502.0,1.037,1.077,4.44,,,,0.0,1.0,0.0,0.0,6104.8,39759.39
8461,3.53,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,10.0192
8463,2.902,418.1,16.24,0.210692,,,,5488.0,0.706,0.79,4.629,,,,0.0,1.0,1.0,1.0,27.3,11.447451
8465,5.583,39.0,1.42,0.006234,,,,6854.0,2.088,1.368,3.934,,,,1.0,0.0,0.0,0.0,29.9,13.188535
8466,5.02151,477104.0,178.15,0.693626,,,,8751.0,2.352,2.14,4.026,,,,0.0,1.0,0.0,0.0,3289.1,5266.8877
8467,7.34648,101786.0,28.99,0.479255,,,,4462.0,0.554,0.561,4.7,,,,0.0,1.0,0.0,0.0,1884.3,4314.3325
8468,7.6494,261346.0,108.46,0.500633,,,,6350.0,1.984,1.195,3.921,,,,0.0,1.0,0.0,0.0,2851.3,21785.168
8470,1.93637,30099.2,78.0,0.43188,,,,5658.0,1.654,0.798,3.903,,,,0.0,1.0,0.0,0.0,642.2,4087.1533
8471,1.383,618.6,97.92,0.021646,,,,4148.0,41.424,1.796,1.458,,,,0.0,1.0,1.0,1.0,10.0,39.183315
8472,18.99,203.6,1.52,0.018208,,,,5531.0,0.764,0.855,4.597,,,,0.0,1.0,1.0,1.0,25.9,15.499315
8474,2.62,187.1,1.23,0.016144,,,,4867.0,0.696,0.78,4.63,,,,0.0,0.0,1.0,1.0,10.1,9.422949
8475,3.54486,117463.0,35.8,0.421893,,,,5624.0,0.777,0.722,4.516,,,,0.0,1.0,0.0,0.0,1676.8,9521.749
8476,7.04412,266180.0,186.53,0.585781,,,,7703.0,2.916,2.165,3.844,,,,0.0,1.0,0.0,0.0,7232.1,10815.986
8477,2.05573,13054.3,31.2,0.178782,,,,6195.0,1.598,1.09,4.069,,,,0.0,1.0,0.0,0.0,443.9,1668.0709
8478,3.8281,26189.8,91.21,0.434803,,,,6531.0,1.921,1.234,3.962,,,,1.0,0.0,0.0,0.0,486.3,2205.003
8481,9.8341,404836.0,82.4,0.654471,,,,6484.0,1.153,1.178,4.386,,,,0.0,1.0,0.0,0.0,1763.5,14502.88
8485,7.083,124.6,2.64,0.013463,,,,8709.0,1.797,2.012,4.232,,,,1.0,0.0,0.0,0.0,63.3,19.184177
8486,4.99923,200864.0,109.33,0.424042,,,,8143.0,2.361,1.854,3.96,,,,0.0,1.0,0.0,0.0,3260.0,23904.42
8487,3.203,45.1,2.16,0.006019,,,,5088.0,3.293,1.257,3.502,,,,0.0,0.0,1.0,1.0,12.7,8.535784
8488,6.09676,142059.0,44.96,0.515255,,,,5702.0,0.799,0.711,4.485,,,,0.0,1.0,0.0,0.0,2506.6,2538.9429
8489,5.974,198.9,8.93,0.079873,,,,6224.0,1.024,1.084,4.454,,,,1.0,0.0,0.0,1.0,35.9,8.976294
8490,3.11152,103474.0,29.45,0.481581,,,,4623.0,0.56,0.556,4.686,,,,0.0,1.0,0.0,0.0,1065.9,1997.5936
8491,3.444,145.9,9.04,0.010754,,,,4929.0,7.7,2.167,3.001,,,,0.0,0.0,1.0,1.0,17.0,10.635635
8492,5.28519,188923.0,141.7,0.423361,,,,8529.0,3.065,2.017,3.769,,,,0.0,1.0,0.0,0.0,6016.2,39875.934
8493,1.7347,11348.0,224.79,10.292369,,,,3246.0,0.2,0.178,5.087,,,,0.0,1.0,0.0,0.0,44.7,14.008121
8494,2.397,51.6,0.58,0.006544,,,,5696.0,0.812,0.902,4.57,,,,0.0,0.0,1.0,1.0,9.6,7.730833
8495,4.7781,188219.0,87.4,0.546314,,,,5726.0,1.465,0.935,4.077,,,,0.0,1.0,0.0,0.0,541.9,21226.611
8496,9.01353,222167.0,146.47,0.563821,,,,7967.0,2.379,2.069,4.001,,,,0.0,1.0,0.0,0.0,3733.6,11930.486
8497,19.092,349630.0,114.2,0.540476,,,,5383.0,1.935,1.105,3.908,,,,0.0,1.0,0.0,0.0,1021.3,47208.527
8498,14.2561,315892.0,63.57,0.595809,,,,5995.0,0.977,0.946,4.434,,,,0.0,1.0,0.0,0.0,1215.8,1302.7651
8502,3.3039,504406.0,47.62,0.673033,,,,5325.0,0.648,0.695,4.657,,,,0.0,1.0,0.0,0.0,1288.0,18911.455
8503,1.663,98.5,0.86,0.00913,,,,5749.0,0.864,0.961,4.547,,,,0.0,0.0,1.0,1.0,8.9,8.841096
8504,5.806,496.4,16.5,0.182913,,,,5514.0,0.826,0.926,4.569,,,,0.0,0.0,1.0,0.0,11.6,7.605683
8506,7.645,182171.0,49.46,0.470832,,,,6071.0,0.962,0.898,4.425,,,,0.0,1.0,0.0,0.0,836.0,4110.014
8507,5.7545,129696.0,82.22,0.4993,,,,6793.0,1.508,1.346,4.208,,,,1.0,0.0,0.0,0.0,224.9,2238.2502
8509,7.44219,508772.0,68.86,0.701428,,,,5427.0,0.899,0.826,4.448,,,,0.0,1.0,0.0,0.0,1618.4,12515.727
8511,11.243,145.6,66.58,0.125844,,,,6720.0,4.845,2.02,3.373,,,,0.0,1.0,0.0,0.0,58.1,8.90709
8512,10.0159,31525.9,378.99,0.189363,,,,4588.0,18.328,2.09,2.232,,,,0.0,1.0,0.0,0.0,1566.6,1024.2103
8515,5.49,27.1,0.42,0.005036,,,,5433.0,0.769,0.766,4.55,,,,0.0,0.0,1.0,1.0,16.7,10.201152
8516,10.05,198.6,1.26,0.013288,,,,5853.0,0.868,0.961,4.544,,,,0.0,0.0,1.0,1.0,10.5,8.9485
8517,10.969,464960.0,67.11,0.680543,,,,5642.0,0.903,0.936,4.498,,,,0.0,1.0,0.0,0.0,2008.1,35714.492
8519,12.43,306.9,1.83,0.016146,,,,6316.0,1.036,1.01,4.413,,,,1.0,0.0,0.0,0.0,10.3,7.554866
8521,4.88748,149524.0,61.66,0.519442,,,,6367.0,1.087,1.131,4.419,,,,0.0,1.0,0.0,0.0,1398.8,14410.808
8523,13.55,33.9,0.86,0.005564,,,,7225.0,1.414,1.397,4.281,,,,1.0,0.0,0.0,1.0,6.7,8.814673
8524,21.826,126.6,1.66,0.010086,,,,5349.0,1.505,0.914,4.044,,,,0.0,1.0,0.0,1.0,28.3,7.420866
8525,29.09,92.2,1.88,0.012023,,,,5948.0,1.432,0.957,4.106,,,,1.0,0.0,1.0,1.0,39.0,10.666088
8526,6.666,12264.0,39.52,0.381399,,,,5371.0,0.949,0.83,4.403,,,,1.0,0.0,0.0,0.0,118.7,10.657215
8527,1.322,54.8,0.9,0.006786,,,,5869.0,1.221,1.021,4.274,,,,0.0,0.0,1.0,0.0,10.8,8.410327
8528,8.1633,93038.0,101.02,0.475393,,,,5210.0,1.946,0.829,3.778,,,,0.0,1.0,0.0,0.0,217.0,1346.4364
8529,24.205,5732.0,64333.8,99.870651,,,,5087.0,5.899,1.935,3.183,,,,0.0,1.0,0.0,0.0,96.0,78.474846
8531,8.19,565.0,4.3,0.021978,,,,6668.0,1.791,1.395,4.074,,,,1.0,0.0,0.0,0.0,8.3,8.689171
8533,9.06,43.2,0.49,0.005868,,,,5074.0,0.761,0.725,4.536,,,,1.0,0.0,0.0,0.0,15.5,7.456211
8534,3.054,22.7,0.68,0.004418,,,,6195.0,1.405,0.92,4.106,,,,0.0,0.0,0.0,1.0,9.3,7.8936915
8535,1.95401,21245.0,48.15,0.423201,,,,5999.0,1.042,1.046,4.423,,,,1.0,0.0,0.0,0.0,1582.9,4295.017
8536,5.74622,182828.0,96.65,0.532513,,,,6951.0,1.662,1.328,4.119,,,,0.0,1.0,0.0,0.0,904.8,5622.3394
8537,4.65638,62755.2,114.45,0.466023,,,,5684.0,2.249,1.134,3.788,,,,0.0,1.0,0.0,0.0,1951.8,8574.474
8538,2.99104,47187.6,78.6,0.451558,,,,6226.0,1.594,1.264,4.135,,,,0.0,1.0,0.0,0.0,560.0,2369.1526
8539,0.996,704.0,0.54,0.024733,,,,3229.0,0.201,0.178,5.08,,,,1.0,0.0,0.0,0.0,9.8,7.7024612
8540,5.543,198.0,1.27,0.014788,,,,5488.0,0.789,0.877,4.584,,,,1.0,0.0,0.0,1.0,54.0,12.937914
8541,2.79,18.9,0.64,0.004206,,,,6130.0,1.393,1.003,4.151,,,,1.0,0.0,1.0,1.0,12.4,8.498971
8542,3.65814,336981.0,67.17,0.613898,,,,5385.0,1.002,0.855,4.369,,,,0.0,1.0,0.0,0.0,1143.6,9375.488
8543,4.937,60.9,0.75,0.007115,,,,5949.0,0.962,1.05,4.493,,,,1.0,0.0,1.0,1.0,18.7,9.262784
8545,4.5963,330907.0,52.93,0.540318,,,,5838.0,0.897,0.992,4.529,,,,0.0,1.0,0.0,0.0,2025.2,9167.076
8546,3.34624,61541.9,32.19,0.241853,,,,6586.0,1.219,1.131,4.319,,,,0.0,1.0,0.0,0.0,2493.3,10464.102
8549,3.035,43.8,0.87,0.006234,,,,6558.0,1.28,1.035,4.239,,,,1.0,0.0,0.0,0.0,9.9,8.77838
8550,0.167,43.0,2.99,0.011873,,,,6157.0,2.306,1.302,3.827,,,,1.0,0.0,1.0,0.0,8.0,14.142551
8551,7.07032,205256.0,61.56,0.422933,,,,5945.0,1.333,0.953,4.168,,,,0.0,1.0,0.0,0.0,3250.0,14268.942
8552,19.9499,219095.0,142.04,0.441986,,,,5261.0,2.943,1.013,3.506,,,,0.0,1.0,0.0,0.0,3272.4,11994.642
8553,2.73115,20527.0,112.28,0.393185,,,,6757.0,2.615,1.734,3.842,,,,0.0,1.0,0.0,0.0,1412.4,4705.1978
8554,4.45731,71589.0,30.85,0.280835,,,,6008.0,1.006,1.018,4.44,,,,0.0,1.0,0.0,0.0,982.3,2901.104
8555,3.54768,534625.0,83.69,0.714233,,,,5960.0,1.073,0.986,4.371,,,,0.0,1.0,0.0,0.0,742.8,20769.879
8557,2.622,27.8,1.13,0.00513,,,,6839.0,2.02,1.497,4.003,,,,0.0,1.0,0.0,1.0,14.4,9.512498
8558,4.14104,141387.0,149.52,0.648608,,,,6258.0,2.111,1.237,3.882,,,,0.0,1.0,0.0,0.0,6579.3,17207.559
8559,2.7986,40248.0,47.48,0.448692,,,,5815.0,0.969,0.764,4.349,,,,0.0,1.0,0.0,0.0,308.5,5044.028
8560,4.4854,177074.0,52.0,0.499713,,,,5846.0,0.953,0.984,4.472,,,,0.0,1.0,0.0,0.0,368.8,10896.961
8562,3.94306,456346.0,49.49,0.666432,,,,4268.0,0.68,0.675,4.602,,,,1.0,0.0,0.0,0.0,3072.5,15275.126
8565,8.18,125.1,1.04,0.010552,,,,5219.0,0.905,0.823,4.441,,,,0.0,0.0,1.0,0.0,8.8,7.9241037
8566,5.3181,136655.0,96.85,0.418151,,,,7053.0,2.121,1.489,3.958,,,,0.0,1.0,0.0,0.0,520.3,2191.3906
8567,6.157,337.0,1.85,0.016967,,,,6092.0,0.998,1.074,4.471,,,,0.0,0.0,1.0,1.0,14.5,10.790104
8568,1.89,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,8.01427
8569,4.48893,259761.0,62.69,0.486133,,,,6253.0,1.181,0.95,4.271,,,,0.0,1.0,0.0,0.0,5742.0,24443.072
8570,4.38191,730498.0,267.59,0.837206,,,,8011.0,2.927,1.855,3.773,,,,0.0,1.0,0.0,0.0,3732.8,15415.899
8571,2.8,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,28.887737
8572,2.974,167696.0,57.56,0.527086,,,,5780.0,1.0,1.0,4.438,,,,0.0,1.0,0.0,0.0,240.1,904.5378
8574,5.27765,464521.0,57.97,0.682386,,,,5622.0,0.778,0.862,4.588,,,,0.0,1.0,0.0,0.0,1496.8,24390.424
8575,5.83451,202685.0,44.78,0.413415,,,,5655.0,0.992,0.873,4.386,,,,0.0,1.0,0.0,0.0,2368.6,15515.924
8576,4.0869,2122.3,28.44,0.301758,,,,5662.0,0.863,0.909,4.524,,,,0.0,1.0,1.0,1.0,390.8,140.8643
8577,3.5323,4879.8,256.2,0.354453,,,,5149.0,6.619,2.055,3.109,,,,0.0,1.0,0.0,0.0,337.2,290.11032
8579,2.46683,69814.1,59.71,0.470993,,,,6525.0,1.161,1.183,4.381,,,,0.0,1.0,0.0,0.0,1243.7,5666.6855
8580,2.2821,25302.2,68.65,0.43179,,,,6486.0,1.456,1.156,4.174,,,,0.0,1.0,0.0,0.0,511.4,5275.132
8581,42.737,1003.0,89.55,0.283951,,,,6956.0,2.888,1.664,3.738,,,,0.0,1.0,0.0,0.0,154.4,19.447906
8582,4.24027,418375.0,56.59,0.606844,,,,5605.0,0.854,0.816,4.486,,,,0.0,1.0,0.0,0.0,1495.4,35453.266
8583,2.249,127.3,0.91,0.010318,,,,5546.0,0.81,0.907,4.575,,,,0.0,0.0,1.0,1.0,8.9,7.8041596
8584,2.706,163.3,0.81,0.011675,,,,5110.0,0.637,0.697,4.674,,,,0.0,0.0,0.0,1.0,7.8,7.7261925
8585,7.29811,345937.0,110.46,0.615641,,,,6060.0,1.643,1.129,4.059,,,,0.0,1.0,0.0,0.0,6499.9,26640.668
8587,3.36034,60039.0,47.02,0.500122,,,,5819.0,0.861,0.858,4.501,,,,0.0,1.0,0.0,0.0,964.8,2268.2866
8588,22.86,967.3,28.22,0.257403,,,,5334.0,1.004,0.865,4.372,,,,0.0,0.0,1.0,1.0,15.3,10.978225
8589,1.799,43.4,0.9,0.006091,,,,5945.0,1.346,1.039,4.196,,,,1.0,0.0,0.0,0.0,10.8,8.724697
8594,2.501,82.9,0.7,0.008903,,,,4914.0,0.724,0.783,4.61,,,,0.0,0.0,0.0,1.0,5.3,10.042057
8596,7.2877,415163.0,191.42,0.664481,,,,7563.0,2.638,1.938,3.883,,,,0.0,1.0,0.0,0.0,1351.5,44989.64
8597,10.994,158.2,1.98,0.016126,,,,5910.0,1.124,0.959,4.318,,,,1.0,0.0,1.0,1.0,33.6,13.197882
8598,3.31024,24989.1,55.69,0.409001,,,,6338.0,1.247,1.021,4.256,,,,0.0,1.0,0.0,0.0,757.0,5466.532
8599,4.124,72.2,5.65,0.007754,,,,5321.0,6.669,2.334,3.158,,,,0.0,0.0,1.0,1.0,17.8,11.146896
